,Province,Country_Region,Date,Day,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
3251,Sindh,Pakistan,6/17/2021,17,6,2021,26.009446,68.77680699999999,329947,668,5292,19,64552.57,92414.25,38012.9,61779.61,32768.24,104611.62,35589887.66,26627861.74,42302668.13,154.11,81.74,260.96,49907675.66,13.3761,1,1,0.7806,0,0.5263,1,12210.57,18174.68,7008.98,2684.4,3995.56,1540.87,31732,848,52.29,10.57,44.57,20.94,Passing clouds.
3252,Khyber Pakhtunkhwa,Pakistan,6/17/2021,17,6,2021,34.485332,72.09169,136474,161,4247,7,19142.47,25974.9,8214.34,78513.27,37359.7,142198.18,29338149.12,16227171.83,34040438.23,123.61,58.82,223.87,38100470.55,34.4787,1,1,0.7572,0,0.3315,1,5086.28,8200.71,1974.36,1118.18,1802.86,434.05,23948,643,70.3,11.16,32.89,6.05,Haze.
3253,Azad Jammu and Kashmir,Pakistan,6/17/2021,17,6,2021,34.027401,73.947253,19844,22,571,1,4693.58,6256.72,3247.33,6593.41,3298.9,11383.88,2925064.71,1967961.5,3466637.78,11.58,5.79,20.0,4334762.096,21.3837,1,1,0.7575,0,0.3836,1,903.73,1249.58,534.08,198.68,274.71,117.41,2009,59,42.43,2.29,30.57,0.0,Clear.
3254,Gilgit-Baltistan,Pakistan,6/17/2021,17,6,2021,35.792146,74.982138,5745,11,108,0,3897.85,6458.23,1863.44,2105.23,1084.28,3701.87,966398.95,595077.66,1265182.01,2.38,1.23,4.18,2227137.68,21.3837,1,1,0.7534,0,0.3921,1,125.33,226.45,43.51,27.55,49.78,9.57,1423,36,48.14,4.57,27.71,16.75,Overcast.
3255,Balochistan,Pakistan,6/18/2021,18,6,2021,28.328491999999997,65.898403,26466,57,300,2,17315.78,28213.42,8169.89,9726.8,5319.96,16734.06,8891292.82,3327724.2,12120218.67,35.23,19.27,60.61,13398367.25,29.5184,1,1,0.773,0,0.3952,1,3291.79,5455.62,1197.87,720.33,1193.83,262.12,6767,201,43.0,7.43,19.29,0.0,Clear.
3256,Islamabad,Pakistan,6/18/2021,18,6,2021,33.665087,73.121219,82278,25,774,1,661.0,1023.23,279.0,2274.61,1361.58,3822.07,1122669.61,568333.89,1552723.7,1.33,0.8,2.24,2155173.482,10.1342,1,1,0.7564,0,0.4623,1,180.47,186.82,170.02,39.49,40.88,37.2,2567,52,66.71,6.71,41.29,21.01,Clear.
3257,Punjab,Pakistan,6/18/2021,18,6,2021,30.811346,72.13913199999999,344641,129,10603,17,35456.01,56854.51,16766.36,184494.41,94658.97,323557.64,83866317.27,42862488.74,106640558.7,277.04,142.14,485.86,113939260.1,23.1265,1,1,0.7638,0,0.5471,1,11745.7,19983.81,4049.57,2570.26,4372.97,886.15,51809,1601,77.58,3.56,37.0,17.21,Passing clouds.
3258,Sindh,Pakistan,6/18/2021,18,6,2021,26.009446,68.77680699999999,330552,605,5306,14,66355.51,94781.19,39370.21,61926.69,32846.25,104860.65,35656243.17,26683091.08,42378627.58,147.07,78.01,249.04,49907675.66,12.9166,1,1,0.7793,0,0.5224,1,12075.16,17932.97,6853.76,2642.35,3924.19,1499.78,31732,848,66.71,6.71,41.29,21.01,Clear.
3259,Khyber Pakhtunkhwa,Pakistan,6/18/2021,18,6,2021,34.485332,72.09169,136663,189,4252,5,19251.45,26042.7,8225.6,78631.43,37415.93,142412.19,29357400.56,16241066.89,34062859.01,118.16,56.23,214.01,38100470.55,33.2122,1,1,0.7558,0,0.3261,1,4912.15,7914.92,1893.48,1074.9,1731.99,414.34,23948,643,70.3,11.16,32.89,6.05,Haze.
3260,Azad Jammu and Kashmir,Pakistan,6/18/2021,18,6,2021,34.027401,73.947253,19868,24,571,0,4884.29,6491.61,3391.24,6604.78,3304.59,11403.52,2929948.99,1971846.33,3472448.35,11.37,5.69,19.64,4334762.096,20.7634,1,1,0.7561,0,0.3821,1,893.2,1234.35,527.32,195.46,270.11,115.39,2009,59,63.14,2.43,35.14,0.0,Overcast.
3261,Gilgit-Baltistan,Pakistan,6/18/2021,18,6,2021,35.792146,74.982138,5759,14,108,0,4219.34,6864.4,2103.67,2108.38,1085.9,3707.41,970618.3,598730.48,1269386.41,3.15,1.62,5.54,2227137.68,20.7634,1,1,0.7519,0,0.392,1,130.15,237.15,44.79,28.48,51.89,9.8,1423,36,81.14,6.43,48.57,29.54,Overcast.
3262,Balochistan,Pakistan,6/19/2021,19,6,2021,28.328491999999997,65.898403,26529,63,300,0,17433.41,28574.31,8286.98,9759.67,5337.94,16790.61,8908726.23,3336279.28,12137936.73,32.87,17.98,56.55,13398367.25,28.0291,1,1,0.7718,0,0.3933,1,3266.16,5429.03,1197.13,712.32,1184.02,261.08,6767,201,59.71,10.86,13.57,0.0,Sunny.
3263,Islamabad,Pakistan,6/19/2021,19,6,2021,33.665087,73.121219,82313,35,775,1,688.03,1064.02,289.71,2275.72,1362.24,3823.94,1123357.64,568662.09,1553613.97,1.11,0.66,1.86,2155173.482,10.2689,1,1,0.7552,0,0.4623,1,179.76,186.0,169.39,39.2,40.56,36.94,2567,52,66.71,6.71,41.29,21.01,Clear.
3264,Punjab,Pakistan,6/19/2021,19,6,2021,30.811346,72.13913199999999,344799,158,10615,12,36432.95,58224.03,17188.98,184760.18,94795.33,324023.72,83902750.22,42881093.67,106687412.6,265.76,136.36,466.08,113939260.1,22.5412,1,1,0.7626,0,0.5454,1,11064.79,18955.16,3799.14,2413.13,4133.95,828.56,51809,1601,62.92,3.71,27.21,17.21,Passing clouds.
3265,Sindh,Pakistan,6/19/2021,19,6,2021,26.009446,68.77680699999999,331094,542,5314,8,68323.24,97318.37,40794.93,62067.47,32920.92,105099.05,35724566.41,26740005.66,42457160.22,140.79,74.67,238.4,49907675.66,12.5601,1,1,0.7782,0,0.5189,1,11952.0,17690.6,6713.97,2606.62,3858.16,1464.25,31732,848,66.71,6.71,41.29,21.01,Clear.
3266,Khyber Pakhtunkhwa,Pakistan,6/19/2021,19,6,2021,34.485332,72.09169,136819,156,4257,5,19427.94,26244.22,8262.22,78745.14,37470.03,142618.13,29376828.51,16255037.18,34085541.07,113.71,54.11,205.94,38100470.55,31.9302,1,1,0.7546,0,0.3224,1,4743.66,7678.52,1817.15,1034.55,1674.62,396.3,23948,643,70.18,9.36,29.8,23.53,Passing clouds.
3267,Azad Jammu and Kashmir,Pakistan,6/19/2021,19,6,2021,34.027401,73.947253,19893,25,571,0,5094.73,6746.9,3548.46,6616.14,3310.27,11423.12,2935043.72,1975889.76,3478464.81,11.35,5.68,19.6,4334762.096,20.215,1,1,0.7549,0,0.381,1,884.61,1228.61,522.37,192.92,267.95,113.92,2009,59,50.71,3.86,36.71,0.0,Sunny.
3268,Gilgit-Baltistan,Pakistan,6/19/2021,19,6,2021,35.792146,74.982138,5771,12,108,0,4571.61,7313.58,2326.49,2112.42,1087.98,3714.51,975189.9,602649.99,1274280.07,4.04,2.08,7.1,2227137.68,20.215,1,1,0.7507,0,0.392,1,135.99,248.96,44.73,29.66,54.3,9.76,1423,36,81.14,6.43,48.57,29.54,Overcast.
3269,Balochistan,Pakistan,6/20/2021,20,6,2021,28.328491999999997,65.898403,26581,52,300,0,17564.49,28932.35,8394.96,9789.55,5354.28,16842.0,8926290.72,3344956.54,12155779.33,29.87,16.34,51.39,13398367.25,26.7467,1,1,0.7695,0,0.3911,1,3241.7,5404.37,1197.1,705.92,1176.87,260.68,6767,201,57.71,9.0,18.57,0.0,Clear.
3270,Islamabad,Pakistan,6/20/2021,20,6,2021,33.665087,73.121219,82340,27,775,0,717.56,1107.74,301.46,2276.62,1362.78,3825.45,1124075.2,569003.13,1554548.01,0.9,0.54,1.51,2155173.482,10.4145,1,1,0.7527,0,0.4652,1,177.41,183.5,167.09,38.63,39.96,36.39,2567,52,77.14,14.29,59.57,29.5,Passing clouds.
3271,Punjab,Pakistan,6/20/2021,20,6,2021,30.811346,72.13913199999999,344932,133,10628,13,37584.98,59785.26,17766.01,185016.48,94926.83,324473.21,83940335.2,42900334.01,106735509.6,256.3,131.5,449.49,113939260.1,22.076,1,1,0.7603,0,0.5437,1,10470.05,18038.36,3607.52,2279.98,3928.07,785.58,51809,1601,49.25,4.73,20.6,16.57,Passing clouds.
3272,Sindh,Pakistan,6/20/2021,20,6,2021,26.009446,68.77680699999999,331674,580,5327,13,70457.71,100028.87,42336.08,62203.24,32992.93,105328.94,35795024.12,26798730.8,42538527.27,135.77,72.01,229.89,49907675.66,12.3396,1,1,0.7759999999999999,0,0.5163,1,11851.89,17475.34,6595.89,2580.9,3805.47,1436.34,31732,848,77.14,14.29,59.57,29.5,Passing clouds.
3273,Khyber Pakhtunkhwa,Pakistan,6/20/2021,20,6,2021,34.485332,72.09169,136947,128,4263,6,19674.12,26533.86,8324.49,78855.17,37522.39,142817.42,29396502.63,16269128.43,34108568.27,110.03,52.36,199.28,38100470.55,30.7215,1,1,0.7521,0,0.3172,1,4585.16,7435.94,1747.57,998.47,1619.27,380.56,23948,643,48.59,5.0,25.66,14.11,Haze.
3274,Azad Jammu and Kashmir,Pakistan,6/20/2021,20,6,2021,34.027401,73.947253,19930,37,571,0,5325.63,7023.26,3740.03,6627.61,3316.01,11442.94,2940369.35,1980111.0,3484701.8,11.48,5.74,19.81,4334762.096,19.7852,1,1,0.7524,0,0.3801,1,878.7,1226.49,519.71,191.35,267.08,113.17,2009,59,69.14,2.86,47.57,0.0,Clear.
3275,Gilgit-Baltistan,Pakistan,6/20/2021,20,6,2021,35.792146,74.982138,5792,21,108,0,4956.21,7799.16,2573.32,2117.36,1090.53,3723.21,980146.12,606856.04,1279466.28,4.94,2.55,8.7,2227137.68,19.7852,1,1,0.7482,0,0.3919,1,142.95,261.97,45.16,31.13,57.05,9.83,1423,36,65.43,6.43,16.86,16.83,Sunny.
3276,Balochistan,Pakistan,6/21/2021,21,6,2021,28.328491999999997,65.898403,26633,52,301,1,17707.41,29414.37,8434.12,9816.27,5368.89,16887.98,8943998.14,3353759.72,12173761.85,26.72,14.62,45.97,13398367.25,25.7399,1,1,0.7672,0,0.3886,1,3218.03,5381.2,1197.21,701.89,1173.71,261.13,6767,201,34.14,8.43,12.57,0.0,Clear.
3277,Islamabad,Pakistan,6/21/2021,21,6,2021,33.665087,73.121219,82368,28,775,0,749.68,1155.04,314.29,2277.35,1363.21,3826.66,1124824.87,569358.19,1555530.19,0.72,0.43,1.21,2155173.482,10.5833,1,1,0.7502,0,0.4703,1,173.73,179.72,163.43,37.89,39.2,35.65,2567,52,37.43,7.57,28.86,12.64,Passing clouds.
3278,Punjab,Pakistan,6/21/2021,21,6,2021,30.811346,72.13913199999999,345065,133,10642,14,38916.23,61998.51,18443.07,185263.96,95053.8,324907.23,83979251.43,42920329.1,106785111.3,247.48,126.98,434.02,113939260.1,21.752,1,1,0.7579,0,0.5413,1,9955.38,17222.97,3450.78,2171.39,3756.55,752.66,51809,1601,43.1,7.04,29.83,17.81,Passing clouds.
3279,Sindh,Pakistan,6/21/2021,21,6,2021,26.009446,68.77680699999999,332254,580,5341,14,72760.59,102915.84,44003.51,62335.75,33063.21,105553.31,35867784.71,26859392.3,42622992.7,132.51,70.28,224.37,49907675.66,12.2724,1,1,0.7738,0,0.5136,1,11777.37,17292.56,6501.48,2568.79,3771.73,1418.05,31732,848,37.43,7.57,28.86,12.64,Passing clouds.
3280,Khyber Pakhtunkhwa,Pakistan,6/21/2021,21,6,2021,34.485332,72.09169,137075,128,4269,6,19992.64,26954.42,8412.86,78962.1,37573.27,143011.08,29416495.27,16283387.11,34132027.09,106.93,50.88,193.66,38100470.55,29.6629,1,1,0.7497,0,0.3119,1,4437.4,7174.03,1685.09,967.85,1564.75,367.54,23948,643,64.0,10.3,28.41,16.14,Haze.
3281,Azad Jammu and Kashmir,Pakistan,6/21/2021,21,6,2021,34.027401,73.947253,19967,37,572,1,5577.7,7360.96,3953.9,6639.3,3321.86,11463.12,2945947.06,1984530.61,3491173.97,11.69,5.85,20.18,4334762.096,19.4968,1,1,0.75,0,0.3795,1,875.59,1227.33,519.59,190.98,267.7,113.33,2009,59,39.14,2.43,26.29,0.0,Clear.
3282,Gilgit-Baltistan,Pakistan,6/21/2021,21,6,2021,35.792146,74.982138,5813,21,108,0,5374.39,8291.93,2869.65,2123.14,1093.5,3733.36,985520.5,611368.51,1284962.93,5.77,2.97,10.15,2227137.68,19.4968,1,1,0.7457,0,0.3919,1,150.87,276.0,46.02,32.91,60.2,10.04,1423,36,65.43,6.43,16.86,16.83,Sunny.
3283,Balochistan,Pakistan,6/22/2021,22,6,2021,28.328491999999997,65.898403,26673,40,302,1,17860.45,29981.37,8572.2,9840.18,5381.97,16929.12,8961858.58,3362691.78,12191897.6,23.91,13.08,41.14,13398367.25,25.0631,1,1,0.7649,0,0.3857,1,3191.55,5353.54,1195.86,698.85,1172.25,261.86,6767,201,46.86,10.57,15.29,0.0,Sunny.
3284,Islamabad,Pakistan,6/22/2021,22,6,2021,33.665087,73.121219,82394,26,775,0,784.48,1206.07,329.59,2277.94,1363.57,3827.66,1125609.35,569728.47,1556565.07,0.59,0.35,0.99,2155173.482,10.7897,1,1,0.7478,0,0.4753,1,168.96,174.86,158.72,37.0,38.29,34.75,2567,52,54.71,12.43,37.86,21.11,Passing clouds.
3285,Punjab,Pakistan,6/22/2021,22,6,2021,30.811346,72.13913199999999,345141,76,10659,17,40431.95,64809.18,19222.01,185502.15,95176.01,325324.95,84019683.38,42941202.23,106836484.2,238.19,122.21,417.72,113939260.1,21.5653,1,1,0.7555,0,0.5389,1,9502.45,16483.54,3318.16,2080.74,3609.37,726.57,51809,1601,74.23,2.6,26.31,12.95,Partly cloudy.
3286,Sindh,Pakistan,6/22/2021,22,6,2021,26.009446,68.77680699999999,332677,423,5344,3,75233.29,106363.35,45766.54,62467.24,33132.96,105775.98,35943018.0,26922116.13,42710823.08,131.5,69.75,222.67,49907675.66,12.3596,1,1,0.7715,0,0.5101,1,11718.05,17128.61,6425.08,2565.88,3750.62,1406.89,31732,848,54.71,12.43,37.86,21.11,Passing clouds.
3287,Khyber Pakhtunkhwa,Pakistan,6/22/2021,22,6,2021,34.485332,72.09169,137147,72,4274,5,20386.59,27679.82,8527.93,79066.28,37622.84,143199.76,29436881.86,16297860.73,34156007.22,104.18,49.57,188.69,38100470.55,28.8133,1,1,0.7472,0,0.3073,1,4296.32,6919.83,1627.73,940.76,1515.22,356.42,23948,643,64.0,10.3,28.41,16.14,Haze.
3288,Azad Jammu and Kashmir,Pakistan,6/22/2021,22,6,2021,34.027401,73.947253,19979,12,573,1,5851.57,7736.25,4187.0,6651.23,3327.83,11483.72,2951798.63,1989170.44,3497895.87,11.93,5.97,20.6,4334762.096,19.351,1,1,0.7475,0,0.3792,1,874.32,1229.87,521.2,191.45,269.3,114.13,2009,59,51.71,3.14,36.14,0.0,Sunny.
3289,Gilgit-Baltistan,Pakistan,6/22/2021,22,6,2021,35.792146,74.982138,5827,14,109,1,5826.85,8915.51,3210.46,2129.56,1096.81,3744.65,991347.35,616206.91,1290787.28,6.42,3.31,11.29,2227137.68,19.351,1,1,0.7432,0,0.3918,1,159.25,290.43,47.16,34.87,63.6,10.33,1423,36,65.43,6.43,16.86,16.83,Sunny.
3290,Balochistan,Pakistan,6/23/2021,23,6,2021,28.328491999999997,65.898403,26776,103,303,1,18021.74,30562.31,8721.22,9862.11,5393.97,16966.85,8979880.33,3371754.89,12210197.82,21.93,11.99,37.73,13398367.25,24.7586,1,1,0.7626,0,0.3827,1,3165.09,5325.96,1194.12,696.53,1172.07,262.79,6767,201,61.14,9.57,5.71,0.0,Sunny.
3291,Islamabad,Pakistan,6/23/2021,23,6,2021,33.665087,73.121219,82431,37,775,0,822.04,1266.21,346.67,2278.46,1363.88,3828.53,1126431.4,570115.24,1557657.44,0.52,0.31,0.88,2155173.482,11.0513,1,1,0.7453,0,0.4815,1,163.82,169.6,153.67,36.05,37.32,33.82,2567,52,42.14,13.0,37.0,21.13,Sunny.
3292,Punjab,Pakistan,6/23/2021,23,6,2021,30.811346,72.13913199999999,345251,110,10672,13,42138.21,67511.66,20106.34,185729.47,95292.64,325723.62,84061821.58,42963081.54,106889901.4,227.32,116.63,398.67,113939260.1,21.5123,1,1,0.7531,0,0.5373,1,9110.67,15825.61,3206.91,2004.96,3482.7,705.73,51809,1601,59.77,4.96,26.12,17.84,Partly cloudy.
3293,Sindh,Pakistan,6/23/2021,23,6,2021,26.009446,68.77680699999999,333194,517,5358,14,77876.31,110120.88,47544.89,62600.49,33203.64,106001.61,36020894.31,26987027.66,42802286.27,133.25,70.68,225.63,49907675.66,12.593,1,1,0.7693,0,0.5074,1,11685.36,17004.69,6372.92,2571.56,3742.17,1402.47,31732,848,42.14,13.0,37.0,21.13,Sunny.
3294,Khyber Pakhtunkhwa,Pakistan,6/23/2021,23,6,2021,34.485332,72.09169,137247,100,4280,6,20859.52,28584.57,8670.42,79167.88,37671.19,143383.78,29457741.38,16312598.06,34180602.07,101.6,48.35,184.02,38100470.55,28.2323,1,1,0.7447,0,0.3036,1,4166.1,6680.29,1576.23,916.82,1470.11,346.88,23948,643,58.82,5.2,22.61,20.21,Haze.
3295,Azad Jammu and Kashmir,Pakistan,6/23/2021,23,6,2021,34.027401,73.947253,20019,40,574,1,6147.79,8141.08,4440.04,6663.4,3333.92,11504.72,2957946.41,1994053.78,3504881.87,12.17,6.09,21.0,4334762.096,19.3476,1,1,0.745,0,0.3791,1,875.56,1235.09,523.98,192.68,271.8,115.31,2009,59,53.29,2.0,25.57,0.0,Sunny.
3296,Gilgit-Baltistan,Pakistan,6/23/2021,23,6,2021,35.792146,74.982138,5850,23,111,2,6313.66,9574.3,3433.01,2136.36,1100.31,3756.6,997661.01,621390.04,1296955.64,6.8,3.5,11.95,2227137.68,19.3476,1,1,0.7407,0,0.3917,1,167.83,305.23,48.39,36.93,67.17,10.65,1423,36,37.14,6.29,16.14,12.64,Overcast.
3297,Balochistan,Pakistan,6/24/2021,24,6,2021,28.328491999999997,65.898403,26845,69,303,0,18189.29,31034.95,8875.7,9883.26,5405.53,17003.23,8998069.61,3380950.32,12228671.46,21.15,11.57,36.38,13398367.25,24.842,1,1,0.7603,0,0.3793,1,3148.56,5314.86,1195.95,696.61,1175.89,264.6,6767,201,69.57,9.29,8.57,0.0,Clear.
3298,Islamabad,Pakistan,6/24/2021,24,6,2021,33.665087,73.121219,82470,39,775,0,862.44,1333.07,365.12,2278.99,1364.19,3829.42,1127293.84,570519.79,1558812.3,0.53,0.31,0.88,2155173.482,11.3869,1,1,0.7428,0,0.4868,1,159.3,164.96,149.29,35.24,36.5,33.03,2567,52,78.57,15.0,58.71,29.56,Clear.
3299,Punjab,Pakistan,6/24/2021,24,6,2021,30.811346,72.13913199999999,345449,198,10688,16,44041.67,70467.88,21100.07,185943.57,95402.5,326099.1,84105863.25,42986100.74,106945644.7,214.11,109.85,375.49,113939260.1,21.5931,1,1,0.7507,0,0.5359,1,8798.32,15286.61,3121.85,1946.59,3382.1,690.7,51809,1601,46.17,6.71,36.71,23.36,Passing clouds.
3300,Sindh,Pakistan,6/24/2021,24,6,2021,26.009446,68.77680699999999,333798,604,5368,10,80689.19,114138.85,49466.62,62738.16,33276.66,106234.73,36101583.51,27054250.93,42897649.92,137.67,73.02,233.12,49907675.66,12.9587,1,1,0.7671,0,0.5065,1,11715.31,17038.74,6364.43,2591.96,3769.75,1408.11,31732,848,78.57,15.0,58.71,29.56,Clear.
3301,Khyber Pakhtunkhwa,Pakistan,6/24/2021,24,6,2021,34.485332,72.09169,137370,123,4289,9,21415.47,29336.2,8841.24,79266.9,37718.31,143563.1,29479156.85,16327649.52,34205909.27,99.01,47.11,179.32,38100470.55,27.9744,1,1,0.7422,0,0.2998,1,4058.94,6440.04,1533.61,898.02,1424.83,339.31,23948,643,45.95,5.52,20.93,18.82,Haze.
3302,Azad Jammu and Kashmir,Pakistan,6/24/2021,24,6,2021,34.027401,73.947253,20064,45,575,1,6466.8,8576.84,4695.86,6675.74,3340.09,11526.03,2964413.22,1999205.41,3512146.01,12.34,6.17,21.31,4334762.096,19.488,1,1,0.7426,0,0.3792,1,881.85,1246.72,530.59,195.11,275.83,117.39,2009,59,73.71,2.86,43.14,0.0,Clear.
3303,Gilgit-Baltistan,Pakistan,6/24/2021,24,6,2021,35.792146,74.982138,5869,19,111,0,6834.03,10749.3,3676.99,2143.17,1103.82,3768.58,1004495.04,626935.52,1303483.02,6.81,3.51,11.97,2227137.68,19.488,1,1,0.7381,0,0.3916,1,177.13,321.55,49.76,39.19,71.14,11.01,1423,36,41.86,5.14,17.14,16.87,Sunny.
3304,Balochistan,Pakistan,6/25/2021,25,6,2021,28.328491999999997,65.898403,26893,48,304,1,18360.91,31503.95,9034.2,9904.72,5417.27,17040.15,9016430.52,3390278.37,12247325.16,21.46,11.74,36.92,13398367.25,25.2814,1,1,0.7592,0,0.3759,1,3124.76,5291.03,1195.11,695.23,1177.2,265.9,6767,201,51.71,9.57,0.0,0.0,Sunny.
3305,Islamabad,Pakistan,6/25/2021,25,6,2021,33.665087,73.121219,82502,32,775,0,905.73,1403.89,385.01,2279.58,1364.55,3830.42,1128199.57,570943.44,1560034.86,0.6,0.36,1.0,2155173.482,11.812000000000001,1,1,0.7416,0,0.4924,1,154.9,160.42,145.16,34.46,35.69,32.3,2567,52,66.43,11.14,38.86,21.1,Clear.
3306,Punjab,Pakistan,6/25/2021,25,6,2021,30.811346,72.13913199999999,345546,97,10700,12,46149.23,73721.96,22207.66,186142.65,95504.63,326448.23,84152012.48,43010399.9,107004006.2,199.07,102.14,349.13,113939260.1,21.8075,1,1,0.7495,0,0.535,1,8508.8,14772.59,3041.82,1893.12,3286.75,676.77,51809,1601,45.92,4.98,27.0,18.44,Clear.
3307,Sindh,Pakistan,6/25/2021,25,6,2021,26.009446,68.77680699999999,334453,655,5392,24,83670.37,118250.61,51533.9,62882.03,33352.96,106478.33,36185253.87,27123908.12,42997179.98,143.86,76.31,243.6,49907675.66,13.4411,1,1,0.7659,0,0.5072,1,11742.91,17063.89,6363.96,2612.68,3796.54,1415.92,31732,848,66.43,11.14,38.86,21.1,Clear.
3308,Khyber Pakhtunkhwa,Pakistan,6/25/2021,25,6,2021,34.485332,72.09169,137484,114,4294,5,22058.91,30189.39,9041.55,79363.26,37764.16,143737.64,29501215.76,16343067.59,34232031.3,96.37,45.86,174.54,38100470.55,28.0758,1,1,0.741,0,0.2958,1,3951.72,6192.28,1490.78,879.22,1377.72,331.68,23948,643,45.95,5.52,20.93,18.82,Haze.
3309,Azad Jammu and Kashmir,Pakistan,6/25/2021,25,6,2021,34.027401,73.947253,20121,57,576,1,6808.95,9050.61,4908.63,6688.19,3346.32,11547.52,2971222.16,2004651.77,3519701.86,12.45,6.23,21.5,4334762.096,19.7714,1,1,0.7413,0,0.3794,1,888.21,1257.83,537.52,197.62,279.85,119.59,2009,59,52.43,3.14,34.14,0.0,Scattered clouds.
3310,Gilgit-Baltistan,Pakistan,6/25/2021,25,6,2021,35.792146,74.982138,5908,39,111,0,7386.1,12080.64,4114.19,2149.64,1107.16,3779.96,1011881.14,632859.35,1310382.73,6.48,3.34,11.39,2227137.68,19.7714,1,1,0.7369,0,0.3915,1,186.01,337.56,50.8,41.38,75.1,11.3,1423,36,41.86,5.14,17.14,16.87,Sunny.
3311,Balochistan,Pakistan,6/26/2021,26,6,2021,28.328491999999997,65.898403,26932,39,305,1,18534.24,31982.8,9161.15,9927.3,5429.62,17079.0,9034964.77,3399738.31,12266163.01,22.58,12.35,38.85,13398367.25,26.0162,1,1,0.7582,0,0.3722,1,3096.64,5259.1,1192.77,693.94,1178.54,267.29,6767,201,46.0,6.57,9.29,0.0,Clear.
3312,Islamabad,Pakistan,6/26/2021,26,6,2021,33.665087,73.121219,82528,26,776,1,951.97,1478.58,406.54,2280.3,1364.98,3831.62,1129151.54,571387.55,1561330.55,0.72,0.43,1.2,2155173.482,12.3314,1,1,0.7405,0,0.4971,1,151.05,156.37,141.69,33.85,35.04,31.75,2567,52,53.43,14.43,49.14,25.28,Passing clouds.
3313,Punjab,Pakistan,6/26/2021,26,6,2021,30.811346,72.13913199999999,345655,109,10713,13,48467.94,77285.96,23232.38,186325.79,95598.6,326769.41,84200480.42,43036125.73,107065289.6,183.14,93.96,321.18,113939260.1,22.1494,1,1,0.7485,0,0.5341,1,8245.38,14337.79,2967.19,1847.75,3213.03,664.93,51809,1601,58.17,9.54,36.73,23.32,Passing clouds.
3314,Sindh,Pakistan,6/26/2021,26,6,2021,26.009446,68.77680699999999,335044,591,5407,15,86816.81,121758.75,53748.1,63032.88,33432.98,106733.78,36272070.69,27196118.83,43101138.38,150.86,80.02,255.45,49907675.66,14.0246,1,1,0.765,0,0.5087,1,11776.27,17082.08,6375.76,2639.01,3828.02,1428.78,31732,848,53.43,14.43,49.14,25.28,Passing clouds.
3315,Khyber Pakhtunkhwa,Pakistan,6/26/2021,26,6,2021,34.485332,72.09169,137560,76,4298,4,22794.46,31155.91,9272.57,79456.93,37808.73,143907.29,29524010.22,16358906.91,34259075.84,93.67,44.57,169.65,38100470.55,28.5439,1,1,0.7399,0,0.2928,1,3847.9,5955.31,1448.47,862.3,1334.56,324.6,23948,643,45.95,5.52,20.93,18.82,Haze.
3316,Azad Jammu and Kashmir,Pakistan,6/26/2021,26,6,2021,34.027401,73.947253,20173,52,578,2,7174.38,9557.77,5127.86,6700.69,3352.58,11569.11,2978396.55,2010420.68,3527562.38,12.5,6.26,21.59,4334762.096,20.1909,1,1,0.7403,0,0.3798,1,895.21,1269.28,544.97,200.61,284.44,122.13,2009,59,60.43,3.29,47.14,0.0,Clear.
3317,Gilgit-Baltistan,Pakistan,6/26/2021,26,6,2021,35.792146,74.982138,5950,42,111,0,7966.69,13149.42,4364.2,2155.48,1110.16,3790.23,1019847.83,639175.29,1317665.92,5.84,3.01,10.26,2227137.68,20.1909,1,1,0.7358,0,0.3914,1,194.49,352.97,51.81,43.59,79.1,11.61,1423,36,63.29,9.14,34.57,25.28,Haze.
3318,Balochistan,Pakistan,6/27/2021,27,6,2021,28.328491999999997,65.898403,27003,71,307,2,18706.8,32467.34,9252.68,9951.55,5442.88,17120.71,9053671.57,3409328.26,12286547.15,24.25,13.26,41.72,13398367.25,26.9736,1,1,0.7562,0,0.3684,1,3074.52,5236.36,1193.23,693.94,1181.88,269.32,6767,201,56.29,10.29,19.29,0.0,Clear.
3319,Islamabad,Pakistan,6/27/2021,27,6,2021,33.665087,73.121219,82565,37,776,0,1001.17,1556.98,429.76,2281.17,1365.5,3833.08,1130152.71,571853.5,1562704.95,0.87,0.52,1.46,2155173.482,12.9354,1,1,0.7384,0,0.4996,1,148.39,153.45,139.49,33.49,34.64,31.48,2567,52,51.0,13.43,45.0,21.06,Clear.
3320,Punjab,Pakistan,6/27/2021,27,6,2021,30.811346,72.13913199999999,345796,141,10721,8,51004.65,81172.36,24300.62,186492.96,95684.37,327062.59,84251485.08,43063431.9,107129811.1,167.17,85.77,293.17,113939260.1,22.6013,1,1,0.7464,0,0.5326,1,8031.25,14039.43,2906.24,1812.71,3168.8,655.96,51809,1601,64.81,6.08,30.67,18.47,Haze.
