,Province,Country_Region,Date,Day,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
3182,Khyber Pakhtunkhwa,Pakistan,6/7/2021,7,6,2021,34.485332,72.09169,134558,237,4158,14,21549.97,29593.49,9585.01,76911.15,36597.35,139296.53,29141066.46,16082159.08,33812656.29,196.4,93.45,355.7,38100470.55,38.533,1,1,0.7833,0,0.3734,1,7301.83,11952.85,2853.64,1619.39,2650.9,632.88,23948,643,60.3,9.05,31.18,20.25,Haze.
3183,Azad Jammu and Kashmir,Pakistan,6/7/2021,7,6,2021,34.027401,73.947253,19519,26,555,1,3718.97,4920.13,2538.55,6438.92,3221.6,11117.15,2883803.52,1934506.32,3416734.31,20.02,10.01,34.56,4334762.096,23.6326,1,1,0.7836,0,0.4184,1,1110.46,1611.68,675.88,246.28,357.44,149.9,2009,59,58.43,2.14,56.29,0.0,Clear.
3184,Gilgit-Baltistan,Pakistan,6/7/2021,7,6,2021,35.792146,74.982138,5642,9,107,0,1955.33,3573.57,620.21,2085.54,1074.14,3667.25,937754.25,569278.7,1235473.78,1.87,0.96,3.28,2227137.68,23.6326,1,1,0.7799,0,0.3931,1,91.13,150.73,25.52,20.21,33.43,5.66,1423,36,73.43,4.0,29.43,16.96,Passing clouds.
3185,Balochistan,Pakistan,6/8/2021,8,6,2021,28.328491999999997,65.898403,25893,74,290,1,17132.23,27855.01,7606.68,9452.16,5169.75,16261.57,8720596.54,3247514.94,11905892.32,22.74,12.44,39.13,13398367.25,40.2629,1,1,0.7957,0,0.39,1,3852.23,6327.14,1458.29,852.98,1400.99,322.9,6767,201,53.57,10.14,9.57,0.0,Sunny.
3186,Islamabad,Pakistan,6/8/2021,8,6,2021,33.665087,73.121219,81806,40,766,1,508.54,760.49,226.67,2254.39,1349.47,3788.1,1116909.07,565526.08,1545406.94,2.41,1.45,4.06,2155173.482,8.6795,1,1,0.7808,0,0.5013,1,117.04,126.29,103.65,25.92,27.96,22.95,2567,52,54.57,16.0,45.86,25.37,Sunny.
3187,Punjab,Pakistan,6/8/2021,8,6,2021,30.811346,72.13913199999999,342805,307,10349,35,35232.84,59254.86,16825.1,180520.76,92620.2,316588.83,83527357.5,42685711.68,106186195.8,615.13,315.61,1078.78,113939260.1,26.5889,1,1,0.7874,0,0.5839,1,23328.61,37332.46,9823.68,5165.55,8266.36,2175.21,51809,1601,47.94,9.65,33.58,23.97,Haze.
3188,Sindh,Pakistan,6/8/2021,8,6,2021,26.009446,68.77680699999999,324535,707,5144,8,55312.91,79339.92,31854.7,60186.32,31923.15,101913.69,35054875.47,26186374.03,41694051.23,190.15,100.86,321.98,49907675.66,15.0651,1,1,0.8014,0,0.5744,1,14198.36,22228.74,8802.63,3143.88,4922.01,1949.13,31732,848,54.57,16.0,45.86,25.37,Sunny.
3189,Khyber Pakhtunkhwa,Pakistan,6/8/2021,8,6,2021,34.485332,72.09169,134781,223,4164,6,21026.35,28876.88,9296.88,77104.55,36689.38,139646.8,29162092.82,16097884.38,33836979.2,193.4,92.03,350.27,38100470.55,38.8405,1,1,0.7802,0,0.3706,1,7052.66,11544.09,2776.68,1561.64,2556.16,614.83,23948,643,51.09,5.7,30.82,20.19,Passing clouds.
3190,Azad Jammu and Kashmir,Pakistan,6/8/2021,8,6,2021,34.027401,73.947253,19538,19,556,1,3750.0,4937.5,2539.35,6458.52,3231.41,11150.99,2887553.52,1937597.68,3421256.22,19.6,9.81,33.84,4334762.096,23.9254,1,1,0.7805,0,0.4136,1,1086.6,1573.29,659.2,240.6,348.37,145.96,2009,59,64.0,3.0,54.43,0.0,Sunny.
3191,Gilgit-Baltistan,Pakistan,6/8/2021,8,6,2021,35.792146,74.982138,5655,13,107,0,2073.44,3784.42,684.45,2087.72,1075.26,3671.07,939827.69,571210.77,1237849.57,2.18,1.12,3.83,2227137.68,23.9254,1,1,0.7767,0,0.39299999999999996,1,95.82,161.78,29.11,21.22,35.82,6.44,1423,36,73.43,4.0,29.43,16.96,Passing clouds.
3192,Balochistan,Pakistan,6/9/2021,9,6,2021,28.328491999999997,65.898403,25961,68,291,1,17057.51,27903.23,7590.59,9470.83,5179.96,16293.69,8737654.05,3255219.38,11928132.34,18.67,10.21,32.12,13398367.25,40.0936,1,1,0.7928,0,0.3922,1,3770.89,6195.19,1408.48,836.4,1374.12,312.41,6767,201,26.43,5.29,2.0,0.0,Passing clouds.
3193,Islamabad,Pakistan,6/9/2021,9,6,2021,33.665087,73.121219,81871,65,767,1,515.29,774.81,228.11,2256.8,1350.91,3792.13,1117424.37,565782.61,1546058.75,2.4,1.44,4.04,2155173.482,8.8076,1,1,0.7777,0,0.4971,1,125.27,134.19,112.95,27.78,29.76,25.05,2567,52,39.0,11.71,33.71,16.86,Clear.
3194,Punjab,Pakistan,6/9/2021,9,6,2021,30.811346,72.13913199999999,343031,226,10397,48,34437.08,57895.48,16423.52,181088.47,92911.48,317584.46,83561794.58,42704409.69,106234027.2,567.71,291.28,995.63,113939260.1,26.6329,1,1,0.7845,0,0.5794,1,21890.58,35165.84,9102.05,4855.42,7799.93,2018.87,51809,1601,34.77,8.56,26.52,18.39,Haze.
3195,Sindh,Pakistan,6/9/2021,9,6,2021,26.009446,68.77680699999999,325110,575,5164,20,55753.62,80053.4,32114.96,60377.37,32024.48,102237.19,35110629.09,26231941.8,41757682.03,191.05,101.33,323.5,49907675.66,15.4337,1,1,0.7986,0,0.5707,1,13959.37,21787.95,8625.87,3096.25,4832.66,1913.25,31732,848,39.0,11.71,33.71,16.86,Clear.
3196,Khyber Pakhtunkhwa,Pakistan,6/9/2021,9,6,2021,34.485332,72.09169,134928,147,4170,6,20566.48,28227.24,9064.38,77293.61,36779.34,139989.22,29182659.3,16113203.2,33860729.85,189.06,89.96,342.41,38100470.55,38.9942,1,1,0.7772,0,0.3681,1,6810.84,11140.27,2698.74,1510.67,2470.96,598.59,23948,643,51.09,5.7,30.82,20.19,Passing clouds.
3197,Azad Jammu and Kashmir,Pakistan,6/9/2021,9,6,2021,34.027401,73.947253,19566,28,558,2,3794.09,4998.71,2549.52,6477.48,3240.9,11183.73,2891347.61,1940716.96,3425848.19,18.96,9.49,32.74,4334762.096,24.0631,1,1,0.7774,0,0.4089,1,1063.08,1534.23,643.26,235.8,340.3,142.68,2009,59,54.0,1.43,43.86,0.0,Clear.
3198,Gilgit-Baltistan,Pakistan,6/9/2021,9,6,2021,35.792146,74.982138,5664,9,107,0,2204.02,4011.62,762.87,2090.04,1076.46,3675.16,942031.7,573252.37,1240330.03,2.32,1.2,4.09,2227137.68,24.0631,1,1,0.7736,0,0.3928,1,100.46,172.93,31.98,22.28,38.36,7.09,1423,36,29.57,3.14,14.29,12.59,Clear.
3199,Balochistan,Pakistan,6/10/2021,10,6,2021,28.328491999999997,65.898403,26052,91,291,0,17004.86,27985.15,7586.03,9488.39,5189.56,16323.89,8754658.91,3262969.74,11950370.29,17.56,9.6,30.2,13398367.25,39.6983,1,1,0.7899,0,0.3942,1,3685.05,6062.59,1359.0,818.15,1346.01,301.72,6767,201,25.57,4.57,4.14,0.0,Clear.
3200,Islamabad,Pakistan,6/10/2021,10,6,2021,33.665087,73.121219,81933,62,768,1,523.76,791.34,230.3,2259.18,1352.34,3796.13,1117948.13,566042.11,1546720.09,2.38,1.42,4.0,2155173.482,8.899,1,1,0.7746,0,0.4936,1,133.67,142.23,122.26,29.68,31.58,27.15,2567,52,52.71,16.71,42.29,21.05,Clear.
3201,Punjab,Pakistan,6/10/2021,10,6,2021,30.811346,72.13913199999999,343252,221,10436,39,33835.64,56446.16,16122.21,181609.68,93178.9,318498.53,83595630.23,42722560.11,106280696.8,521.21,267.42,914.07,113939260.1,26.5536,1,1,0.7815,0,0.5747,1,20448.49,33063.71,8386.05,4539.96,7340.77,1861.86,51809,1601,47.75,9.85,37.98,22.03,Haze.
3202,Sindh,Pakistan,6/10/2021,10,6,2021,26.009446,68.77680699999999,325738,628,5183,19,56333.7,80900.04,32470.0,60567.73,32125.45,102559.53,35166962.8,26278099.31,41821853.06,190.36,100.97,322.34,49907675.66,15.6192,1,1,0.7959,0,0.5661,1,13694.1,21298.81,8395.08,3040.35,4728.74,1863.87,31732,848,52.71,16.71,42.29,21.05,Clear.
3203,Khyber Pakhtunkhwa,Pakistan,6/10/2021,10,6,2021,34.485332,72.09169,135162,234,4185,15,20169.66,27645.14,8861.47,77476.4,36866.32,140320.27,29202828.96,16128167.14,33883995.43,182.79,86.98,331.05,38100470.55,38.9812,1,1,0.7741,0,0.3647,1,6563.56,10723.01,2611.89,1457.24,2380.71,579.89,23948,643,35.77,4.52,19.84,0.0,Clear.
3204,Azad Jammu and Kashmir,Pakistan,6/10/2021,10,6,2021,34.027401,73.947253,19623,57,559,1,3851.85,5083.3,2568.69,6495.58,3249.95,11214.97,2895199.46,1943873.66,3430522.25,18.09,9.05,31.24,4334762.096,24.0555,1,1,0.7744,0,0.4046,1,1038.08,1492.18,626.83,230.47,331.29,139.17,2009,59,55.43,0.86,21.43,0.0,Sunny.
3205,Gilgit-Baltistan,Pakistan,6/10/2021,10,6,2021,35.792146,74.982138,5674,10,107,0,2348.52,4228.55,858.23,2092.32,1077.63,3679.17,944380.22,575414.49,1242923.91,2.28,1.18,4.01,2227137.68,24.0555,1,1,0.7705,0,0.3927,1,104.28,180.48,33.17,23.15,40.07,7.37,1423,36,56.29,5.71,35.14,25.26,Sunny.
3206,Balochistan,Pakistan,6/11/2021,11,6,2021,28.328491999999997,65.898403,26084,32,292,1,16973.96,28100.65,7594.99,9507.29,5199.9,16356.4,8771632.87,3270775.88,11972650.42,18.9,10.34,32.51,13398367.25,39.0758,1,1,0.7885,0,0.3958,1,3609.57,5946.17,1316.3,802.92,1322.68,292.8,6767,201,55.0,13.43,2.71,0.0,Sunny.
3207,Islamabad,Pakistan,6/11/2021,11,6,2021,33.665087,73.121219,82001,68,769,1,534.01,810.15,233.26,2261.51,1353.73,3800.06,1118482.14,566305.43,1547393.91,2.34,1.4,3.92,2155173.482,8.985,1,1,0.7731,0,0.4891,1,142.36,150.58,131.66,31.67,33.49,29.29,2567,52,65.43,21.29,50.0,25.23,Clear.
3208,Punjab,Pakistan,6/11/2021,11,6,2021,30.811346,72.13913199999999,343499,247,10457,21,33421.92,55213.07,15917.37,182086.45,93423.51,319334.66,83629052.14,42740285.31,106326443.6,476.77,244.62,836.14,113939260.1,26.3849,1,1,0.78,0,0.5707,1,19084.88,31063.4,7710.87,4245.28,6909.8,1715.22,51809,1601,50.31,11.06,43.35,23.84,Clear.
3209,Sindh,Pakistan,6/11/2021,11,6,2021,26.009446,68.77680699999999,326413,675,5196,13,57055.98,81883.54,32918.87,60755.96,32225.29,102878.26,35224018.78,26324967.8,41886740.45,188.23,99.84,318.73,49907675.66,15.6338,1,1,0.7945,0,0.5607,1,13450.66,20829.4,8181.57,2991.99,4633.33,1819.92,31732,848,65.43,21.29,50.0,25.23,Clear.
3210,Khyber Pakhtunkhwa,Pakistan,6/11/2021,11,6,2021,34.485332,72.09169,135383,221,4194,9,19835.35,27159.68,8687.47,77651.33,36949.55,140637.09,29222664.31,16142827.08,33906862.42,174.93,83.24,316.82,38100470.55,38.8119,1,1,0.7725,0,0.3609,1,6332.1,10329.09,2524.71,1408.52,2297.62,561.6,23948,643,35.77,4.52,19.84,0.0,Clear.
3211,Azad Jammu and Kashmir,Pakistan,6/11/2021,11,6,2021,34.027401,73.947253,19675,52,560,1,3923.94,5169.22,2633.94,6512.63,3258.48,11244.42,2899123.4,1947077.94,3435290.96,17.06,8.53,29.45,4334762.096,23.9317,1,1,0.7728,0,0.4005,1,1015.14,1452.5,611.98,225.81,323.1,136.13,2009,59,80.43,1.71,45.29,0.0,Clear.
3212,Gilgit-Baltistan,Pakistan,6/11/2021,11,6,2021,35.792146,74.982138,5682,8,108,1,2508.53,4461.12,948.49,2094.43,1078.72,3682.88,946888.75,577709.19,1245640.87,2.11,1.09,3.7,2227137.68,23.9317,1,1,0.7689,0,0.3925,1,107.71,185.91,34.53,23.96,41.35,7.68,1423,36,45.29,13.29,33.29,29.3,Clear.
3213,Balochistan,Pakistan,6/12/2021,12,6,2021,28.328491999999997,65.898403,26152,68,293,1,16964.39,28115.25,7617.69,9529.23,5211.9,16394.15,8788597.26,3278647.33,11995017.06,21.94,12.0,37.75,13398367.25,38.2278,1,1,0.7872,0,0.397,1,3540.75,5834.05,1279.89,789.22,1300.38,285.28,6767,201,52.71,11.86,3.86,0.0,Sunny.
3214,Islamabad,Pakistan,6/12/2021,12,6,2021,33.665087,73.121219,82065,64,770,1,546.08,831.3,237.03,2263.78,1355.09,3803.87,1119028.22,566573.47,1548083.21,2.27,1.36,3.82,2155173.482,9.1001,1,1,0.7717,0,0.4847,1,150.83,158.71,140.5,33.62,35.38,31.32,2567,52,65.43,21.29,50.0,25.23,Clear.
3215,Punjab,Pakistan,6/12/2021,12,6,2021,30.811346,72.13913199999999,343703,204,10479,22,33190.7,54248.01,15878.99,182521.64,93646.79,320097.87,83662242.84,42757705.25,106371502.8,435.19,223.28,763.21,113939260.1,26.1574,1,1,0.7787,0,0.5670000000000001,1,17779.67,29131.45,7026.74,3963.01,6493.28,1566.23,51809,1601,59.88,11.44,44.79,23.85,Clear.
3216,Sindh,Pakistan,6/12/2021,12,6,2021,26.009446,68.77680699999999,327021,608,5220,24,57923.71,83087.88,33461.33,60940.76,32323.31,103191.19,35281942.49,26372667.79,41952532.44,184.8,98.02,312.93,49907675.66,15.5021,1,1,0.7932,0,0.5551,1,13211.25,20361.74,7974.33,2944.73,4538.55,1777.45,31732,848,65.43,21.29,50.0,25.23,Clear.
3217,Khyber Pakhtunkhwa,Pakistan,6/12/2021,12,6,2021,34.485332,72.09169,135569,186,4203,9,19563.24,26811.08,8541.88,77817.36,37028.56,140937.79,29242227.55,16157233.46,33929417.16,166.03,79.0,300.7,38100470.55,38.5049,1,1,0.7712,0,0.3569,1,6106.12,9943.09,2434.16,1361.03,2216.27,542.56,23948,643,35.77,4.52,19.84,0.0,Clear.
3218,Azad Jammu and Kashmir,Pakistan,6/12/2021,12,6,2021,34.027401,73.947253,19723,48,562,2,4011.03,5300.3,2708.89,6528.56,3266.45,11271.91,2903134.43,1950340.62,3440167.27,15.93,7.97,27.5,4334762.096,23.7234,1,1,0.7714,0,0.3968,1,992.84,1413.35,596.93,221.3,315.03,133.05,2009,59,63.29,4.57,47.29,0.0,Haze.
3219,Gilgit-Baltistan,Pakistan,6/12/2021,12,6,2021,35.792146,74.982138,5698,16,108,0,2685.75,4712.8,1051.9,2096.3,1079.68,3686.17,949574.5,580149.63,1248491.48,1.87,0.96,3.29,2227137.68,23.7234,1,1,0.7675,0,0.3924,1,110.7,190.43,36.03,24.67,42.45,8.03,1423,36,40.43,15.57,38.0,25.15,Haze.
3220,Balochistan,Pakistan,6/13/2021,13,6,2021,28.328491999999997,65.898403,26201,49,294,1,16975.6,28036.65,7681.33,9555.17,5226.09,16438.77,8805572.86,3286593.2,12017514.4,25.94,14.19,44.62,13398367.25,37.1546,1,1,0.7846,0,0.3979,1,3483.56,5734.2,1251.91,775.3,1276.2,278.62,6767,201,39.29,9.71,10.14,0.0,Clear.
3221,Islamabad,Pakistan,6/13/2021,13,6,2021,33.665087,73.121219,82099,34,771,1,560.04,854.89,241.63,2265.97,1356.4,3807.54,1119588.26,566847.14,1548791.07,2.18,1.31,3.67,2155173.482,9.2635,1,1,0.7689,0,0.48100000000000004,1,158.93,166.52,148.66,35.37,37.06,33.09,2567,52,67.0,21.43,46.14,25.2,Passing clouds.
3222,Punjab,Pakistan,6/13/2021,13,6,2021,30.811346,72.13913199999999,343926,223,10501,22,33137.66,53589.9,15778.14,182918.78,93850.56,320794.36,83695380.5,42774939.18,106416108.3,397.14,203.76,696.48,113939260.1,25.8758,1,1,0.7759999999999999,0,0.5637,1,16562.73,27314.98,6371.22,3686.2,6079.22,1417.98,51809,1601,46.94,5.92,36.46,20.2,Passing clouds.
3223,Sindh,Pakistan,6/13/2021,13,6,2021,26.009446,68.77680699999999,327604,583,5236,16,58940.18,84631.46,34097.82,61121.01,32418.91,103496.4,35340882.67,26421319.62,42019431.44,180.25,95.6,305.21,49907675.66,15.2411,1,1,0.7907,0,0.5495,1,12993.26,19861.8,7783.88,2891.78,4420.44,1732.38,31732,848,67.0,21.43,46.14,25.2,Passing clouds.
3224,Khyber Pakhtunkhwa,Pakistan,6/13/2021,13,6,2021,34.485332,72.09169,135877,308,4216,13,19353.28,26532.58,8423.93,77973.97,37103.08,141221.43,29261580.83,16171436.45,33951745.45,156.61,74.52,283.64,38100470.55,38.0639,1,1,0.7684,0,0.3537,1,5892.26,9576.86,2343.27,1311.38,2131.42,521.52,23948,643,61.02,12.43,38.48,11.35,Haze.
3225,Azad Jammu and Kashmir,Pakistan,6/13/2021,13,6,2021,34.027401,73.947253,19756,33,563,1,4113.72,5457.54,2794.12,6543.34,3273.85,11297.43,2907248.14,1953673.21,3445164.43,14.78,7.4,25.52,4334762.096,23.4416,1,1,0.7687,0,0.3934,1,972.5,1376.76,582.26,216.44,306.41,129.59,2009,59,53.0,1.57,34.0,0.0,Partly sunny.
3226,Gilgit-Baltistan,Pakistan,6/13/2021,13,6,2021,35.792146,74.982138,5707,9,108,0,2882.06,4985.06,1171.56,2097.96,1080.53,3689.08,952456.56,582750.13,1251487.23,1.65,0.85,2.91,2227137.68,23.4416,1,1,0.7647,0,0.3923,1,113.51,196.43,37.77,25.26,43.72,8.41,1423,36,28.29,6.29,19.86,16.78,Scattered clouds.
3227,Balochistan,Pakistan,6/14/2021,14,6,2021,28.328491999999997,65.898403,26232,31,294,0,17006.91,27880.44,7763.92,9585.3,5242.57,16490.61,8822579.77,3294622.16,12040185.23,30.13,16.48,51.84,13398367.25,35.8652,1,1,0.782,0,0.3983,1,3433.14,5640.8,1230.59,764.44,1256.01,274.01,6767,201,40.71,10.71,8.0,0.0,Sunny.
3228,Islamabad,Pakistan,6/14/2021,14,6,2021,33.665087,73.121219,82139,40,772,1,575.98,881.01,247.09,2268.04,1357.64,3811.03,1120164.24,567127.39,1549520.64,2.07,1.24,3.48,2155173.482,9.4625,1,1,0.7661,0,0.4757,1,166.13,173.44,155.83,36.99,38.62,34.7,2567,52,67.0,16.43,49.0,25.23,Scattered clouds.
3229,Punjab,Pakistan,6/14/2021,14,6,2021,30.811346,72.13913199999999,344065,139,10516,15,33259.35,53841.73,15823.28,183282.01,94036.92,321431.38,83728639.85,42792106.81,106460494.8,363.23,186.37,637.02,113939260.1,25.5094,1,1,0.7733,0,0.5604,1,15417.81,25585.18,5761.61,3433.01,5696.93,1282.91,51809,1601,76.44,8.81,37.65,22.68,Passing clouds.
3230,Sindh,Pakistan,6/14/2021,14,6,2021,26.009446,68.77680699999999,328184,580,5243,7,60108.62,86331.95,34829.17,61295.73,32511.58,103792.25,35400991.29,26471043.84,42087655.66,174.72,92.67,295.85,49907675.66,14.8675,1,1,0.7882,0,0.5443,1,12780.32,19371.04,7597.99,2845.74,4313.26,1691.81,31732,848,67.0,16.43,49.0,25.23,Scattered clouds.
3231,Khyber Pakhtunkhwa,Pakistan,6/14/2021,14,6,2021,34.485332,72.09169,136074,197,4224,8,19205.66,26286.27,8332.78,78121.15,37173.11,141488.0,29280786.49,16185484.93,33973930.71,147.18,70.03,266.57,38100470.55,37.4601,1,1,0.7656,0,0.3498,1,5681.94,9217.21,2249.62,1265.17,2052.35,500.91,23948,643,50.23,7.39,31.43,1.34,Passing clouds.
3232,Azad Jammu and Kashmir,Pakistan,6/14/2021,14,6,2021,34.027401,73.947253,19783,27,566,3,4232.64,5636.32,2890.08,6557.04,3280.7,11321.08,2911480.78,1957087.98,3450296.05,13.7,6.85,23.65,4334762.096,23.0698,1,1,0.7659,0,0.3903,1,952.97,1341.16,568.26,212.19,298.63,126.53,2009,59,58.57,1.57,35.43,0.0,Scattered clouds.
3233,Gilgit-Baltistan,Pakistan,6/14/2021,14,6,2021,35.792146,74.982138,5712,5,108,0,3099.41,5284.46,1309.89,2099.48,1081.32,3691.75,955555.97,585526.13,1254640.53,1.52,0.78,2.68,2227137.68,23.0698,1,1,0.7619,0,0.3922,1,116.15,202.8,39.73,25.86,45.16,8.85,1423,36,60.71,9.0,34.14,21.07,Overcast.
3234,Balochistan,Pakistan,6/15/2021,15,6,2021,28.328491999999997,65.898403,26275,43,295,1,17057.56,27502.03,7855.16,9619.06,5261.03,16548.69,8839637.34,3302742.42,12063070.23,33.76,18.46,58.08,13398367.25,34.3898,1,1,0.7794,0,0.3982,1,3387.35,5561.33,1214.78,751.95,1234.54,269.67,6767,201,87.29,14.0,20.86,0.0,Haze.
3235,Islamabad,Pakistan,6/15/2021,15,6,2021,33.665087,73.121219,82170,31,773,1,593.95,909.75,253.43,2269.97,1358.8,3814.27,1120758.19,567415.18,1550275.19,1.93,1.16,3.24,2155173.482,9.6639,1,1,0.7634,0,0.4732,1,172.0,179.06,161.62,38.18,39.75,35.88,2567,52,79.14,16.29,57.0,29.4,Clear.
3236,Punjab,Pakistan,6/15/2021,15,6,2021,30.811346,72.13913199999999,344196,131,10548,32,33553.03,54218.46,15949.94,183616.03,94208.3,322017.16,83762192.88,42809327.65,106504897.1,334.02,171.37,585.78,113939260.1,25.0273,1,1,0.7706,0,0.5572,1,14347.68,23945.41,5218.07,3185.0,5315.58,1158.35,51809,1601,86.35,4.94,36.04,20.24,Passing clouds.
3237,Sindh,Pakistan,6/15/2021,15,6,2021,26.009446,68.77680699999999,328663,479,5256,13,61431.69,88191.03,35656.44,61464.1,32600.89,104077.36,35462422.98,26521961.18,42157437.33,168.38,89.31,285.11,49907675.66,14.4046,1,1,0.7857,0,0.5385,1,12569.21,18885.68,7396.3,2790.21,4192.38,1641.89,31732,848,79.14,16.29,57.0,29.4,Clear.
3238,Khyber Pakhtunkhwa,Pakistan,6/15/2021,15,6,2021,34.485332,72.09169,136205,131,4234,10,19120.78,26078.01,8267.76,78259.39,37238.89,141738.37,29299907.27,16199426.27,33996054.42,138.24,65.78,250.37,38100470.55,36.6552,1,1,0.7628,0,0.3443,1,5473.39,8861.46,2154.12,1215.02,1967.13,478.19,23948,643,50.23,7.39,31.43,1.34,Passing clouds.
3239,Azad Jammu and Kashmir,Pakistan,6/15/2021,15,6,2021,34.027401,73.947253,19791,8,569,3,4368.47,5834.21,2997.27,6569.8,3287.08,11343.11,2915849.24,1960598.05,3455576.02,12.76,6.38,22.03,4334762.096,22.5896,1,1,0.7631,0,0.3877,1,934.17,1306.52,554.98,207.37,290.03,123.2,2009,59,65.57,1.14,36.14,0.0,Passing clouds.
3240,Gilgit-Baltistan,Pakistan,6/15/2021,15,6,2021,35.792146,74.982138,5727,15,108,0,3339.82,5642.01,1469.47,2101.03,1082.12,3694.48,958895.79,588494.21,1257964.64,1.55,0.8,2.73,2227137.68,22.5896,1,1,0.759,0,0.3922,1,118.75,209.44,41.74,26.36,46.49,9.26,1423,36,39.29,3.0,14.43,12.63,Scattered clouds.
3241,Balochistan,Pakistan,6/16/2021,16,6,2021,28.328491999999997,65.898403,26331,56,297,2,17126.63,27488.86,7953.87,9655.11,5280.75,16610.72,8856763.97,3310961.62,12085084.79,36.06,19.72,62.03,13398367.25,32.7871,1,1,0.7769,0,0.3977,1,3351.9,5521.6,1205.81,741.28,1221.11,266.67,6767,201,59.29,14.57,5.71,0.0,Clear.
3242,Islamabad,Pakistan,6/16/2021,16,6,2021,33.665087,73.121219,82207,37,773,0,614.05,944.64,260.66,2271.73,1359.85,3817.22,1121372.24,567711.51,1551058.15,1.76,1.05,2.95,2155173.482,9.8435,1,1,0.7606,0,0.4693,1,176.59,183.41,166.12,39.05,40.56,36.74,2567,52,53.0,17.14,42.0,20.92,Clear.
3243,Punjab,Pakistan,6/16/2021,16,6,2021,30.811346,72.13913199999999,344379,183,10567,19,34017.12,54750.95,16150.29,183926.02,94367.34,322560.81,83796209.99,42826720.73,106549549.4,309.99,159.05,543.65,113939260.1,24.4369,1,1,0.7679,0,0.5542,1,13388.43,22477.53,4757.5,2960.88,4970.95,1052.13,51809,1601,73.06,6.12,46.58,18.34,Passing clouds.
3244,Sindh,Pakistan,6/16/2021,16,6,2021,26.009446,68.77680699999999,329279,616,5273,17,62912.12,90214.37,36646.1,61625.5,32686.5,104350.65,35525335.1,26574192.99,42229023.41,161.39,85.6,273.29,49907675.66,13.8905,1,1,0.7831,0,0.5319,1,12388.66,18474.22,7197.59,2739.78,4085.61,1591.76,31732,848,53.0,17.14,42.0,20.92,Clear.
3245,Khyber Pakhtunkhwa,Pakistan,6/16/2021,16,6,2021,34.485332,72.09169,136313,108,4240,6,19099.37,25956.74,8228.37,78389.66,37300.88,141974.3,29319006.64,16213306.72,34018196.9,130.27,61.99,235.93,38100470.55,35.6481,1,1,0.76,0,0.3382,1,5278.9,8529.31,2063.71,1167.44,1886.28,456.39,23948,643,73.61,9.23,41.59,14.1,Passing clouds.
3246,Azad Jammu and Kashmir,Pakistan,6/16/2021,16,6,2021,34.027401,73.947253,19822,31,570,1,4521.88,6041.5,3116.19,6581.83,3293.11,11363.89,2920371.13,1964217.52,3461018.5,12.03,6.02,20.78,4334762.096,22.013,1,1,0.7603,0,0.3855,1,918.4,1276.11,543.93,203.11,282.21,120.29,2009,59,47.57,0.29,9.71,0.0,Clear.
3247,Gilgit-Baltistan,Pakistan,6/16/2021,16,6,2021,35.792146,74.982138,5734,7,108,0,3605.31,6032.72,1653.03,2102.85,1083.06,3697.69,962501.1,591671.92,1261473.6,1.82,0.94,3.21,2227137.68,22.013,1,1,0.7562,0,0.3921,1,121.8,218.19,42.63,26.94,48.25,9.43,1423,36,39.29,3.0,14.43,12.63,Scattered clouds.
3248,Balochistan,Pakistan,6/17/2021,17,6,2021,28.328491999999997,65.898403,26409,78,298,1,17213.08,27851.18,8058.56,9691.57,5300.69,16673.45,8873977.04,3319286.79,12102607.78,36.46,19.94,62.72,13398367.25,31.1342,1,1,0.7743,0,0.3966,1,3317.06,5481.2,1199.34,729.23,1205.0,263.67,6767,201,34.0,4.71,10.29,0.0,Clear.
3249,Islamabad,Pakistan,6/17/2021,17,6,2021,33.665087,73.121219,82253,46,773,0,636.37,982.21,269.29,2273.28,1360.78,3819.83,1122008.61,568017.39,1551873.07,1.55,0.93,2.61,2155173.482,9.9972,1,1,0.7578,0,0.4649,1,179.26,185.83,168.78,39.41,40.85,37.1,2567,52,52.29,10.57,44.57,20.94,Passing clouds.
3250,Punjab,Pakistan,6/17/2021,17,6,2021,30.811346,72.13913199999999,344512,133,10586,19,34651.27,55512.7,16422.74,184217.37,94516.83,323071.77,83830861.26,42844402.75,106594688.7,291.35,149.49,510.96,113939260.1,23.7815,1,1,0.7652,0,0.5503,1,12508.2,21112.19,4363.44,2749.83,4641.35,959.27,51809,1601,68.25,3.35,26.1,14.1,Passing clouds.
