Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax
Azad Jammu and Kashmir,Pakistan,2020-11-16,34.027401,73.947253,5455.0,121.0,4007.0,10579.08,12946.93,8276.9,1450.51,729.21,2499.38,1075071.0,866514.8,1284685.0,26.46,13.25,45.66,2.29,2.29,2.29,125.53,125.21,126.05,94.03,94.03,94.03,0.0,0.0,0.0,1075071.0,866514.8,1284685.0,0.0,0.0,0.0,10579.08,8276.898,12946.93,4334762.0,-0.2698,1,1,1.0205,0,0.4366,1,1368.61,1975.39,832.47,247.03,356.55,150.26,116.02,188.19,55.57,0.0,0.0,0.0,116.0238,188.1868,55.57224
Balochistan,Pakistan,2020-11-16,28.328492,65.898403,16407.0,156.0,15852.0,18308.98,27171.06,12647.24,5064.21,2773.98,8710.1,5393131.0,3524158.0,6636572.0,13.92,7.63,23.94,0.43,0.43,0.43,156.25,156.13,156.47,52.39,52.39,52.39,0.0,0.0,0.0,5393131.0,3524158.0,6636572.0,0.0,0.0,0.0,18308.98,12647.24,27171.06,13398367.0,4.5677,1,1,1.019,0,0.2582,1,987.14,1613.26,521.33,178.17,291.18,94.1,88.21,145.31,37.84,0.0,0.0,0.0,88.2081,145.3056,37.84425
Gilgit-Baltistan,Pakistan,2020-11-16,35.792146,74.982138,4452.0,93.0,4203.0,2094.63,2993.62,1415.16,1799.35,930.68,3158.48,1080467.0,611795.5,1443081.0,0.03,0.03,0.03,0.0,0.0,0.0,93.35,93.14,93.68,10.82,10.82,10.82,0.0,0.0,0.0,1080467.0,611795.5,1443081.0,0.0,0.0,0.0,2094.632,1415.165,2993.623,2227138.0,-0.2698,1,1,1.0208,0,0.3819,1,124.07,225.03,59.72,22.39,40.62,10.78,9.5,17.78,4.08,0.0,0.0,0.0,9.504643,17.78288,4.080428
Islamabad,Pakistan,2020-11-16,33.665087,73.121219,24218.0,257.0,20274.0,6442.05,10341.93,2873.6,761.33,462.01,1241.65,607686.4,337611.4,865538.3,6.9,4.18,11.28,2.37,2.36,2.37,261.3,260.19,262.7,365.03,365.03,365.03,0.0,0.0,0.0,607686.4,337611.4,865538.3,0.0,0.0,0.0,6442.047,2873.601,10341.93,2155173.0,-17.2626,1,1,1.0204,0,0.4888,1,642.3,954.14,350.61,115.93,172.22,63.28,61.9,99.17,29.39,0.0,0.0,0.0,61.90059,99.16788,29.38957
Khyber Pakhtunkhwa,Pakistan,2020-11-16,34.485332,72.09169,42370.0,1311.0,39005.0,88511.91,121095.6,57979.59,24253.6,11544.68,43920.57,18154398.0,11086167.0,21415447.0,42.26,20.13,76.52,2.29,2.29,2.29,1312.74,1312.51,1313.12,262.96,262.96,262.96,0.0,0.0,0.0,18154398.0,11086167.0,21415447.0,0.0,0.0,0.0,88511.91,57979.59,121095.6,38100471.0,7.2227,1,1,1.0205,0,0.285,1,3658.61,6442.31,1709.45,660.36,1162.8,308.55,387.44,747.07,148.77,0.0,0.0,0.0,387.4386,747.0685,148.7688
Punjab,Pakistan,2020-11-16,30.811346,72.139132,110450.0,2475.0,97776.0,170391.4,268858.7,98666.38,48100.5,24682.54,84350.97,29205099.0,23649238.0,36604696.0,214.94,110.3,376.93,12.36,12.36,12.36,2765.75,2765.52,2766.09,581.03,581.03,581.03,0.0,0.0,0.0,29205099.0,23649238.0,36604696.0,0.0,0.0,0.0,170391.4,98666.38,268858.7,113939260.0,1.7177,1,1,1.0198,0,0.3895,1,11812.32,19620.49,6785.12,2132.05,3541.38,1224.68,1264.62,2239.06,587.5,0.0,0.0,0.0,1264.617,2239.058,587.4975
Sindh,Pakistan,2020-11-16,26.009446,68.776807,155680.0,2747.0,142707.0,139252.3,178345.0,106407.1,31674.91,16803.57,53630.76,22158659.0,17369855.0,26668870.0,101.88,54.05,172.5,8.72,8.72,8.72,2710.07,2709.79,2710.5,942.03,942.03,942.03,0.0,0.0,0.0,22158659.0,17369855.0,26668870.0,0.0,0.0,0.0,139252.3,106407.1,178345.0,49907676.0,-4.0394,1,1,1.0185,0,0.4899,1,6910.78,10051.16,4247.71,1247.36,1814.17,766.69,707.06,1111.67,397.31,0.0,0.0,0.0,707.0569,1111.666,397.3111
Azad Jammu and Kashmir,Pakistan,2021-11-16,34.027401,73.947253,34514.0,741.0,,754.16,1550.66,321.74,8585.18,4304.39,14809.82,3724665.0,3064243.0,4599536.0,0.03,0.03,0.03,0.0,0.0,0.01,742.73,741.9,744.09,3.6,3.6,3.6,50695.42,34305.19,75205.21,3673969.0,3017811.0,4531170.0,190.9753,82.46838,392.6492,563.187,239.2675,1158.007,4334762.0,42.7902,1,1,1.0156,0,0.3631,1,36.12,68.65,15.77,7.47,14.19,3.26,1.99,4.87,0.34,0.6279407,1.691251,0.1020289,1.357506,3.197098,0.2372134
Balochistan,Pakistan,2021-11-16,28.328492,65.898403,33408.0,358.0,,2773.36,9768.33,230.82,11620.91,6366.25,19986.17,9723564.0,6637370.0,12167181.0,0.03,0.03,0.03,0.0,0.0,0.0,358.55,358.25,358.97,5.96,5.96,5.96,74239.2,51570.51,103965.9,9649325.0,6581516.0,12067846.0,542.236,45.06861,1913.624,2231.126,185.7482,7854.711,13398367.0,34.6078,1,1,1.0145,0,0.3556,1,277.63,521.17,148.92,57.4,107.76,30.79,21.7,51.12,7.53,5.090396,12.0424,1.792079,16.60511,39.07471,5.733433
Gilgit-Baltistan,Pakistan,2021-11-16,35.792146,74.982138,10401.0,186.0,,40.39,91.15,18.2,3603.76,1865.33,6323.06,1906709.0,1261398.0,2562413.0,0.03,0.03,0.03,0.0,0.0,0.0,186.99,186.47,187.81,0.82,0.82,0.82,18206.93,10845.94,27479.48,1888502.0,1246115.0,2535091.0,8.031999,3.548243,18.42257,32.35427,14.6498,72.73083,2227138.0,42.7902,1,1,1.0158,0,0.3463,1,7.06,14.0,2.61,1.46,2.9,0.54,0.57,1.12,0.22,0.147896,0.2909717,0.05700347,0.4226979,0.8338608,0.1607169
Islamabad,Pakistan,2021-11-16,33.665087,73.121219,107364.0,948.0,,428.02,764.16,197.95,2784.25,1686.61,4545.7,1508367.0,840069.6,2238140.0,1.28,0.78,2.08,0.44,0.43,0.45,955.41,952.56,959.0,25.03,25.03,25.03,19487.22,9418.106,31100.56,1488880.0,830765.6,2207100.0,103.1887,46.82254,186.7778,324.8336,151.1305,577.7268,2155173.0,37.8366,1,1,1.0155,0,0.5344,1,77.36,156.77,41.39,15.99,32.41,8.56,10.67,22.39,3.49,2.991729,6.379975,0.9359277,7.673639,16.01486,2.551846
Khyber Pakhtunkhwa,Pakistan,2021-11-16,34.485332,72.09169,179190.0,5801.0,,37775.19,121774.0,8626.51,107231.2,51034.42,194195.3,53370931.0,27912633.0,83604006.0,66.02,31.43,119.54,3.57,3.57,3.57,5803.85,5803.26,5804.8,69.17,69.17,69.17,992000.6,302578.7,2496520.0,52378930.0,27589666.0,81013226.0,8168.072,1755.564,26351.23,29607.12,6870.95,95173.89,38100471.0,50.3051,1,1,1.0156,0,0.2973,1,1732.04,3468.72,789.7,358.12,717.2,163.28,150.97,369.67,45.58,50.53466,135.0098,13.81507,100.4354,234.6556,31.75029
Punjab,Pakistan,2021-11-16,30.811346,72.139132,441965.0,12980.0,,10592.58,16124.24,7624.12,225807.2,115864.3,395996.4,81567948.0,63369833.0,102214126.0,55.93,28.71,98.07,3.22,3.22,3.22,12983.66,12983.1,12984.53,90.74,90.74,90.74,988127.2,707965.8,1325888.0,80579820.0,62700670.0,100909129.0,2516.537,1795.479,3891.687,8076.043,5828.441,12232.55,113939260.0,46.6679,1,1,1.015,0,0.4233,1,2140.28,3656.83,1164.93,442.53,756.09,240.86,181.11,356.63,72.28,57.30124,115.2767,22.68681,123.8134,241.3498,49.46377
Sindh,Pakistan,2021-11-16,26.009446,68.776807,473250.0,7604.0,,15460.77,20808.94,11276.92,88472.45,46934.43,149798.6,51198542.0,39662550.0,64552368.0,19.23,10.21,32.54,1.65,1.64,1.65,7569.61,7568.84,7570.77,110.89,110.89,110.89,689573.3,486231.8,952622.1,50508968.0,39145895.0,63612810.0,3588.44,2594.782,4914.384,11872.33,8694.386,15894.55,49907676.0,33.3328,1,1,1.0141,0,0.4219,1,977.56,1682.34,479.4,202.12,347.84,99.12,59.01,108.33,26.1,17.36957,32.78557,8.081196,41.64163,76.11904,18.01645
Azad Jammu and Kashmir,Pakistan,2020-11-17,34.027401,73.947253,5538.0,126.0,4076.0,10554.22,12980.41,8521.7,1476.14,742.05,2543.61,1085626.0,875212.4,1296811.0,25.63,12.84,44.23,2.22,2.22,2.22,127.75,127.42,128.27,94.1,94.1,94.1,0.0,0.0,0.0,1085626.0,875212.4,1296811.0,0.0,0.0,0.0,10554.22,8521.698,12980.41,4334762.0,-0.2172,1,1,1.0253,0,0.4399,1,1341.76,1976.6,815.19,243.76,359.09,148.1,111.53,184.71,58.02,0.0,0.0,0.0,111.5272,184.7064,58.02479
Balochistan,Pakistan,2020-11-17,28.328492,65.898403,16449.0,156.0,15902.0,17905.37,28151.46,12598.09,5078.13,2781.61,8734.04,5411036.0,3539734.0,6660441.0,13.92,7.63,23.94,0.43,0.43,0.43,156.68,156.56,156.9,53.53,53.53,53.53,0.0,0.0,0.0,5411036.0,3539734.0,6660441.0,0.0,0.0,0.0,17905.37,12598.09,28151.46,13398367.0,4.752,1,1,1.0236,0,0.259,1,973.01,1559.49,528.19,176.76,283.31,95.96,85.48,145.56,36.07,0.0,0.0,0.0,85.48415,145.5574,36.06772
Gilgit-Baltistan,Pakistan,2020-11-17,35.792146,74.982138,4461.0,93.0,4207.0,2055.9,2867.44,1375.63,1799.38,930.71,3158.5,1082522.0,613198.9,1445746.0,0.03,0.03,0.03,0.0,0.0,0.0,93.35,93.14,93.68,10.74,10.74,10.74,0.0,0.0,0.0,1082522.0,613198.9,1445746.0,0.0,0.0,0.0,2055.897,1375.629,2867.44,2227138.0,-0.2172,1,1,1.0257,0,0.3818,1,117.31,208.54,55.81,21.31,37.88,10.14,9.5,17.33,4.08,0.0,0.0,0.0,9.50012,17.32997,4.075497
Islamabad,Pakistan,2020-11-17,33.665087,73.121219,24444.0,260.0,20498.0,6309.27,10039.16,2795.24,768.23,466.19,1252.93,613995.7,340406.7,874816.1,6.9,4.18,11.28,2.37,2.36,2.37,263.67,262.55,265.07,374.39,374.39,374.39,0.0,0.0,0.0,613995.7,340406.7,874816.1,0.0,0.0,0.0,6309.274,2795.244,10039.16,2155173.0,-16.9996,1,1,1.0253,0,0.4895,1,640.97,946.14,356.7,116.44,171.88,64.8,61.1,93.34,29.61,0.0,0.0,0.0,61.09812,93.34462,29.61039
Khyber Pakhtunkhwa,Pakistan,2020-11-17,34.485332,72.09169,42615.0,1315.0,39110.0,86228.27,116238.3,55056.93,24298.5,11566.07,44001.87,18240627.0,11144586.0,21496081.0,44.9,21.38,81.3,2.43,2.43,2.43,1315.17,1314.94,1315.56,278.17,278.17,278.17,0.0,0.0,0.0,18240627.0,11144586.0,21496081.0,0.0,0.0,0.0,86228.27,55056.93,116238.3,38100471.0,7.5251,1,1,1.0254,0,0.2873,1,3847.75,6728.68,1818.3,699.02,1222.39,330.33,403.56,781.21,153.83,0.0,0.0,0.0,403.5619,781.2057,153.8259
Punjab,Pakistan,2020-11-17,30.811346,72.139132,111047.0,2492.0,97789.0,175130.4,274463.1,99505.51,48315.44,24792.83,84727.9,29380229.0,23786420.0,36778865.0,214.94,110.3,376.93,12.36,12.36,12.36,2778.1,2777.88,2778.45,587.1,587.1,587.1,0.0,0.0,0.0,29380229.0,23786420.0,36778865.0,0.0,0.0,0.0,175130.4,99505.51,274463.1,113939260.0,1.8479,1,1,1.0245,0,0.3943,1,12322.34,20442.2,7087.72,2238.58,3713.71,1287.62,1294.37,2307.28,598.55,0.0,0.0,0.0,1294.372,2307.28,598.5462
Sindh,Pakistan,2020-11-17,26.009446,68.776807,156528.0,2751.0,143252.0,143809.4,190807.9,110531.5,31790.99,16865.15,53827.29,22302468.0,17485852.0,26856410.0,116.08,61.58,196.53,9.93,9.93,9.93,2720.0,2719.72,2720.44,989.74,989.74,989.74,0.0,0.0,0.0,22302468.0,17485852.0,26856410.0,0.0,0.0,0.0,143809.4,110531.5,190807.9,49907676.0,-4.2416,1,1,1.0229,0,0.4966,1,7108.19,10315.21,4381.34,1291.34,1873.95,795.95,725.05,1137.35,407.01,0.0,0.0,0.0,725.053,1137.349,407.0098
Azad Jammu and Kashmir,Pakistan,2021-11-17,34.027401,73.947253,34517.0,741.0,,853.4,1680.05,365.7,8585.21,4304.42,14809.85,3725518.0,3064744.0,4600721.0,0.03,0.03,0.03,0.0,0.0,0.01,742.73,741.9,744.09,3.32,3.32,3.32,50914.02,34585.89,75440.64,3674604.0,3018184.0,4532046.0,218.6005,94.60791,428.5657,634.804,271.0969,1251.488,4334762.0,42.7504,1,1,1.0205,0,0.3622,1,31.34,60.39,13.26,6.49,12.51,2.75,1.83,4.49,0.32,0.5842286,1.568874,0.09662058,1.250181,2.934198,0.2241568
Balochistan,Pakistan,2021-11-17,28.328492,65.898403,33422.0,358.0,,1881.72,7323.43,185.11,11620.94,6366.28,19986.2,9725445.0,6640368.0,12169998.0,0.03,0.03,0.03,0.0,0.0,0.0,358.55,358.26,358.97,5.6,5.6,5.6,74611.29,51871.47,104346.7,9650834.0,6583925.0,12070102.0,372.0975,36.4145,1452.686,1509.62,148.6939,5870.74,13398367.0,34.3414,1,1,1.019,0,0.3539,1,272.47,511.75,146.65,56.45,106.03,30.38,21.4,46.5,8.29,5.060106,11.07442,1.95185,16.34004,35.42121,6.340925
Gilgit-Baltistan,Pakistan,2021-11-17,35.792146,74.982138,10403.0,186.0,,37.68,67.24,18.59,3603.79,1865.36,6323.09,1906747.0,1261431.0,2562461.0,0.03,0.03,0.03,0.0,0.0,0.0,186.99,186.47,187.81,0.85,0.85,0.85,18214.51,10850.04,27492.62,1888533.0,1246141.0,2535128.0,7.574928,3.666115,13.73362,30.10614,14.92418,53.50476,2227138.0,42.7504,1,1,1.0208,0,0.3467,1,6.91,13.69,2.56,1.43,2.84,0.53,0.6,1.17,0.22,0.1553944,0.3058976,0.05994887,0.4400685,0.8687099,0.1672786
Islamabad,Pakistan,2021-11-17,33.665087,73.121219,107383.0,949.0,,401.76,711.85,211.95,2785.74,1687.52,4548.12,1508769.0,840293.8,2238703.0,1.49,0.91,2.42,0.51,0.51,0.52,955.92,953.06,959.51,23.32,23.32,23.32,19585.18,9470.666,31239.16,1489184.0,830936.2,2207523.0,97.96563,50.76869,174.6146,303.796,161.1808,537.235,2155173.0,37.7321,1,1,1.0204,0,0.528,1,86.94,176.68,43.75,18.01,36.61,9.06,11.81,24.05,3.84,3.339906,6.920331,1.044779,8.467369,17.12557,2.795458
Khyber Pakhtunkhwa,Pakistan,2021-11-17,34.485332,72.09169,179276.0,5805.0,,36169.62,116154.1,8730.23,107291.9,51063.33,194305.3,53407101.0,27922630.0,83713649.0,60.74,28.92,109.98,3.29,3.29,3.29,5807.14,5806.55,5808.09,68.6,68.6,68.6,999905.1,304374.6,2520344.0,52407195.0,27597605.0,81104235.0,7904.453,1793.113,25189.95,28265.16,6937.115,91009.48,38100471.0,50.2873,1,1,1.0205,0,0.2935,1,1756.09,3553.2,798.41,363.83,736.16,165.42,148.41,362.77,44.87,49.9582,133.2929,13.67965,98.44931,228.1745,31.12393
Punjab,Pakistan,2021-11-17,30.811346,72.139132,442068.0,12984.0,,10015.75,14968.71,7454.89,225859.4,115891.1,396087.9,81577963.0,63377028.0,102226183.0,52.21,26.8,91.53,3.0,3.0,3.0,12986.66,12986.1,12987.54,89.67,89.67,89.67,990533.9,709812.9,1329441.0,80587429.0,62706156.0,100918267.0,2406.621,1773.695,3673.142,7609.127,5679.681,11282.69,113939260.0,46.582,1,1,1.0198,0,0.4256,1,2114.07,3633.02,1146.79,438.0,752.7,237.6,178.42,348.36,70.76,56.85659,113.4317,22.51567,121.5656,234.9251,48.24898
Sindh,Pakistan,2021-11-17,26.009446,68.776807,473293.0,7605.0,,16396.78,23567.64,11804.81,88488.35,46942.88,149825.5,51214939.0,39676206.0,64575936.0,15.89,8.44,26.89,1.36,1.36,1.36,7570.97,7570.2,7572.13,124.74,124.74,124.74,693422.2,489210.3,957687.2,50521516.0,39156391.0,63630752.0,3848.943,2735.543,5625.635,12547.84,9069.256,17942.0,49907676.0,33.4082,1,1,1.0185,0,0.4225,1,882.63,1529.83,432.52,182.87,316.95,89.61,63.42,117.66,24.13,18.79455,34.51256,7.524488,44.6232,83.14668,16.61035
Azad Jammu and Kashmir,Pakistan,2020-11-18,34.027401,73.947253,5640.0,131.0,4147.0,10636.28,13028.34,8155.06,1505.91,756.96,2594.98,1096262.0,884065.2,1309502.0,29.76,14.91,51.36,2.57,2.57,2.58,130.32,130.0,130.85,92.96,92.96,92.96,0.0,0.0,0.0,1096262.0,884065.2,1309502.0,0.0,0.0,0.0,10636.28,8155.058,13028.34,4334762.0,-0.109,1,1,1.0278,0,0.443,1,1301.09,1926.02,783.85,238.51,353.07,143.69,105.99,174.79,57.7,0.0,0.0,0.0,105.9896,174.7943,57.70037
Balochistan,Pakistan,2020-11-18,28.328492,65.898403,16529.0,156.0,15917.0,17219.03,25675.81,11549.25,5096.69,2791.77,8765.95,5428255.0,3554077.0,6682274.0,18.55,10.16,31.91,0.57,0.57,0.57,157.25,157.13,157.47,52.24,52.24,52.24,0.0,0.0,0.0,5428255.0,3554077.0,6682274.0,0.0,0.0,0.0,17219.03,11549.25,25675.81,13398367.0,4.9996,1,1,1.0258,0,0.2601,1,953.87,1512.15,515.33,174.86,277.2,94.47,79.91,136.25,32.77,0.0,0.0,0.0,79.90817,136.2471,32.76535
Gilgit-Baltistan,Pakistan,2020-11-18,35.792146,74.982138,4467.0,93.0,4221.0,1960.75,2769.59,1239.94,1800.79,931.45,3160.96,1084483.0,614566.8,1448354.0,1.41,0.74,2.45,0.07,0.07,0.07,93.43,93.22,93.75,10.82,10.82,10.82,0.0,0.0,0.0,1084483.0,614566.8,1448354.0,0.0,0.0,0.0,1960.752,1239.938,2769.593,2227138.0,-0.109,1,1,1.0283,0,0.3815,1,111.09,195.27,52.35,20.36,35.8,9.6,9.65,17.21,4.1,0.0,0.0,0.0,9.648208,17.20633,4.097271
Islamabad,Pakistan,2020-11-18,33.665087,73.121219,24871.0,263.0,20708.0,6097.26,9581.31,2668.3,776.59,471.24,1266.6,620093.0,343053.5,883859.0,8.36,5.05,13.66,2.87,2.86,2.87,266.54,265.42,267.95,372.82,372.82,372.82,0.0,0.0,0.0,620093.0,343053.5,883859.0,0.0,0.0,0.0,6097.265,2668.295,9581.312,2155173.0,-16.2812,1,1,1.0277,0,0.4879,1,634.66,936.31,359.1,116.34,171.64,65.83,58.14,87.71,28.54,0.0,0.0,0.0,58.13896,87.70902,28.53805
Khyber Pakhtunkhwa,Pakistan,2020-11-18,34.485332,72.09169,42815.0,1318.0,39319.0,85790.46,114790.8,52054.56,24343.4,11587.45,44083.17,18326417.0,11198993.0,21576751.0,44.9,21.38,81.3,2.43,2.43,2.43,1317.61,1317.37,1317.99,293.89,293.89,293.89,0.0,0.0,0.0,18326417.0,11198993.0,21576751.0,0.0,0.0,0.0,85790.46,52054.56,114790.8,38100471.0,7.8052,1,1,1.0278,0,0.2925,1,4053.37,7031.12,1923.82,743.05,1288.92,352.67,427.9,817.43,159.96,0.0,0.0,0.0,427.9004,817.4258,159.9618
Punjab,Pakistan,2020-11-18,30.811346,72.139132,111626.0,2509.0,97824.0,180241.9,285152.3,100134.1,48553.99,24915.24,85146.23,29560471.0,23926902.0,36957565.0,238.55,122.41,418.33,13.72,13.72,13.72,2791.82,2791.59,2792.17,583.24,583.24,583.24,0.0,0.0,0.0,29560471.0,23926902.0,36957565.0,0.0,0.0,0.0,180241.9,100134.1,285152.3,113939260.0,2.0553,1,1,1.0269,0,0.4007,1,12789.5,21100.99,7333.59,2344.53,3868.17,1344.37,1309.48,2369.13,594.86,0.0,0.0,0.0,1309.481,2369.134,594.8577
Sindh,Pakistan,2020-11-18,26.009446,68.776807,157432.0,2760.0,143652.0,148881.0,195530.9,115412.1,31920.42,16933.82,54046.44,22451349.0,17605237.0,27051677.0,129.43,68.67,219.15,11.07,11.07,11.08,2731.08,2730.79,2731.51,1046.03,1046.03,1046.03,0.0,0.0,0.0,22451349.0,17605237.0,27051677.0,0.0,0.0,0.0,148881.0,115412.1,195530.9,49907676.0,-4.46,1,1,1.0251,0,0.5041,1,7309.98,10579.72,4508.03,1340.04,1939.44,826.4,752.21,1180.85,446.58,0.0,0.0,0.0,752.2098,1180.848,446.5795
Azad Jammu and Kashmir,Pakistan,2021-11-18,34.027401,73.947253,34521.0,741.0,,957.12,1742.5,439.32,8585.24,4304.45,14809.88,3726475.0,3065260.0,4602254.0,0.03,0.03,0.03,0.0,0.0,0.01,742.73,741.9,744.1,3.32,3.32,3.32,51161.32,34867.89,75715.02,3675314.0,3018567.0,4533176.0,247.3061,114.4137,450.407,709.8129,324.9095,1292.095,4334762.0,42.6924,1,1,1.0253,0,0.3615,1,27.23,53.48,10.72,5.66,11.11,2.23,1.83,4.49,0.32,0.5883569,1.578431,0.09727577,1.246081,2.924434,0.2234279
Balochistan,Pakistan,2021-11-18,28.328492,65.898403,33422.0,358.0,,1228.3,3940.27,175.78,11620.97,6366.31,19986.23,9726674.0,6641697.0,12171542.0,0.03,0.03,0.03,0.0,0.0,0.0,358.55,358.26,358.98,5.82,5.82,5.82,74856.19,51994.58,104577.7,9651818.0,6584991.0,12071335.0,244.9018,34.84075,788.2303,983.399,140.862,3152.043,13398367.0,34.051,1,1,1.0236,0,0.352,1,268.57,525.48,138.93,55.81,109.2,28.87,24.55,59.84,9.16,5.848439,14.29841,2.1744,18.69717,45.5412,6.984965
Gilgit-Baltistan,Pakistan,2021-11-18,35.792146,74.982138,10404.0,186.0,,38.1,65.25,19.17,3603.82,1865.39,6323.12,1906785.0,1261465.0,2562507.0,0.03,0.03,0.03,0.0,0.0,0.0,186.99,186.47,187.81,0.85,0.85,0.85,18222.23,10854.34,27503.8,1888563.0,1246169.0,2535165.0,7.719292,3.816663,13.40372,30.38243,15.35494,51.84775,2227138.0,42.6924,1,1,1.0257,0,0.3472,1,6.73,13.3,2.51,1.4,2.76,0.52,0.6,1.17,0.23,0.1567994,0.3086819,0.06052066,0.4398762,0.8672824,0.1671244
Islamabad,Pakistan,2021-11-18,33.665087,73.121219,107406.0,949.0,,395.7,694.64,227.36,2787.43,1688.55,4550.88,1509165.0,840539.9,2239292.0,1.7,1.03,2.76,0.58,0.58,0.59,956.5,953.64,960.1,21.32,21.32,21.32,19682.52,9527.832,31385.37,1489482.0,831123.0,2207965.0,97.33428,55.05422,172.8248,298.362,172.3092,521.8178,2155173.0,37.5778,1,1,1.0253,0,0.5161,1,95.96,193.43,43.99,19.94,40.2,9.14,12.31,23.82,4.07,3.510868,6.911725,1.128946,8.79818,16.90421,2.943427
Khyber Pakhtunkhwa,Pakistan,2021-11-18,34.485332,72.09169,179346.0,5809.0,,34513.42,105658.0,8404.03,107344.7,51088.48,194401.0,53441614.0,27932223.0,83817038.0,52.82,25.15,95.64,2.86,2.86,2.86,5810.0,5809.41,5810.95,69.24,69.24,69.24,1007506.0,306116.1,2542988.0,52434108.0,27605204.0,81186775.0,7601.154,1740.792,23285.79,26912.26,6663.238,82602.87,38100471.0,50.202,1,1,1.0254,0,0.294,1,1772.18,3621.84,798.6,368.26,752.62,165.95,146.58,357.46,45.18,49.62494,133.7428,13.86817,96.95608,223.713,31.25394
Punjab,Pakistan,2021-11-18,30.811346,72.139132,442162.0,12986.0,,9691.76,13395.09,7387.21,225910.4,115917.2,396177.3,81587655.0,63384091.0,102237939.0,50.96,26.16,89.35,2.93,2.93,2.93,12989.59,12989.03,12990.47,85.6,85.6,85.6,992882.6,711613.6,1332513.0,80594772.0,62711528.0,100927151.0,2348.765,1773.0,3277.834,7342.998,5614.208,10117.86,113939260.0,46.4763,1,1,1.0245,0,0.4278,1,2073.25,3605.65,1114.09,430.82,749.25,231.51,171.13,343.33,66.57,54.92536,112.4704,21.31998,116.1997,230.8621,45.24935
Sindh,Pakistan,2021-11-18,26.009446,68.776807,473561.0,7609.0,,17267.77,25404.62,12163.06,88501.73,46949.99,149848.2,51232206.0,39690408.0,64600775.0,13.39,7.12,22.65,1.15,1.14,1.15,7572.11,7571.35,7573.28,139.53,139.53,139.53,697510.2,492233.3,963044.3,50534696.0,39167278.0,63649612.0,4087.96,2856.762,6102.25,13179.81,9306.302,19302.37,49907676.0,33.4762,1,1,1.0229,0,0.4227,1,814.94,1412.73,404.07,169.34,293.56,83.96,72.95,140.38,30.39,21.77708,41.68771,9.42862,51.17444,98.69224,20.94666
Azad Jammu and Kashmir,Pakistan,2020-11-19,34.027401,73.947253,5690.0,132.0,4210.0,10881.93,13780.29,8529.41,1542.27,775.17,2657.74,1107144.0,893075.6,1322238.0,36.37,18.21,62.77,3.15,3.14,3.15,133.47,133.14,133.99,94.24,94.24,94.24,0.0,0.0,0.0,1107144.0,893075.6,1322238.0,0.0,0.0,0.0,10881.93,8529.411,13780.29,4334762.0,0.017,1,1,1.0301,0,0.4459,1,1254.55,1854.87,751.58,231.8,342.72,138.87,99.01,156.02,49.12,0.0,0.0,0.0,99.0113,156.0222,49.11819
Balochistan,Pakistan,2020-11-19,28.328492,65.898403,16582.0,157.0,15942.0,16770.92,25411.52,12286.17,5119.87,2804.47,8805.83,5445026.0,3568984.0,6702942.0,23.18,12.7,39.88,0.72,0.71,0.72,157.97,157.85,158.18,54.53,54.53,54.53,0.0,0.0,0.0,5445026.0,3568984.0,6702942.0,0.0,0.0,0.0,16770.92,12286.17,25411.52,13398367.0,5.3014,1,1,1.028,0,0.2612,1,933.94,1481.73,483.96,172.56,273.77,89.42,75.86,136.82,28.08,0.0,0.0,0.0,75.86369,136.8179,28.07661
Gilgit-Baltistan,Pakistan,2020-11-19,35.792146,74.982138,4482.0,93.0,4244.0,1874.28,2772.99,1124.42,1804.95,933.61,3168.25,1086357.0,615917.2,1450913.0,4.16,2.16,7.3,0.22,0.22,0.22,93.64,93.43,93.97,12.1,12.1,12.1,0.0,0.0,0.0,1086357.0,615917.2,1450913.0,0.0,0.0,0.0,1874.282,1124.423,2772.992,2227138.0,0.017,1,1,1.0306,0,0.3809,1,107.01,187.66,50.03,19.77,34.67,9.24,10.19,18.86,4.46,0.0,0.0,0.0,10.19193,18.85632,4.456736
