Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax
Khyber Pakhtunkhwa,Pakistan,2021-07-09,34.485332,72.09169,139008.0,4348.0,133102.0,67137.12,154666.4,22973.19,80433.96,38281.21,145665.1,40220298.0,22939133.0,53393561.0,58.1,27.66,105.2,3.14,3.14,3.15,4353.47,4353.0,4354.21,136.24,136.24,136.24,31543.67,14062.2,56611.39,40188755.0,22924953.0,53333038.0,1206.126,394.6877,2858.371,65930.99,22578.51,151808.1,38100471.0,42.0215,1,1,0.7177,0,0.3095,1,2494.41,4739.32,1120.36,531.73,1010.27,238.82,228.38,518.74,81.76,8.086344,19.24292,2.738214,220.298,499.0476,79.02642
Punjab,Pakistan,2021-07-09,30.811346,72.139132,347553.0,10805.0,328437.0,88429.15,157867.2,42176.62,187991.0,96459.93,329679.1,67966236.0,54058777.0,84366019.0,114.32,58.67,200.46,6.57,6.57,6.57,10809.27,10808.82,10809.95,210.89,210.89,210.89,48384.14,28738.1,72380.04,67917852.0,54026383.0,84296604.0,1749.364,825.2139,3158.594,86679.79,41351.4,154708.6,113939260.0,29.9203,1,1,0.7269,0,0.5177,1,5294.36,9083.51,2822.33,1128.58,1936.31,601.63,518.79,1039.18,214.27,18.08369,37.00757,7.228696,500.7041,1002.169,207.0432
Sindh,Pakistan,2021-07-09,26.009446,68.776807,344223.0,5566.0,316281.0,145559.5,207464.7,100498.8,64713.34,34330.64,109569.9,40770216.0,31715017.0,50751475.0,143.63,76.19,243.18,12.29,12.29,12.29,5536.81,5536.22,5537.71,977.6,977.6,977.6,56235.55,40075.9,79022.86,40713981.0,31672845.0,50674343.0,2852.723,1927.967,4159.749,142706.8,98570.84,203305.0,49907676.0,20.4039,1,1,0.7449,0,0.5404,1,9434.09,15804.75,5586.51,2011.04,3369.05,1190.86,869.06,1464.04,493.21,28.1457,49.71187,15.69692,840.9129,1414.328,477.1384
Azad Jammu and Kashmir,Pakistan,2020-07-10,34.027401,73.947253,1485.0,41.0,860.0,3725.9,5179.49,2715.94,482.89,243.14,831.53,377800.3,278176.2,480972.4,14.07,7.05,24.27,1.22,1.22,1.22,41.8,41.66,42.02,37.82,37.82,37.82,0.0,0.0,0.0,377800.3,278176.2,480972.4,0.0,0.0,0.0,3725.895,2715.936,5179.488,4334762.0,-23.3133,1,1,0.716,0,0.4095,1,705.95,1458.87,266.31,130.0,268.65,49.04,42.6,93.84,14.39,0.0,0.0,0.0,42.59638,93.83614,14.38908
Balochistan,Pakistan,2020-07-10,28.328492,65.898403,11099.0,125.0,6931.0,5865.23,8752.94,1482.65,4057.76,2221.57,6980.8,4021462.0,2678504.0,4939329.0,11.61,6.36,19.95,0.36,0.36,0.36,125.19,125.13,125.33,51.89,51.89,51.89,0.0,0.0,0.0,4021462.0,2678504.0,4939329.0,0.0,0.0,0.0,5865.233,1482.655,8752.941,13398367.0,-6.0846,1,1,0.7356,0,0.3349,1,1833.02,3080.02,811.33,337.55,567.18,149.4,85.56,169.36,21.48,0.0,0.0,0.0,85.56398,169.3591,21.47957
Gilgit-Baltistan,Pakistan,2020-07-10,35.792146,74.982138,1619.0,34.0,1290.0,4856.94,6943.43,2337.49,652.19,337.97,1144.22,575184.2,295261.6,781140.1,19.31,9.96,33.94,1.0,1.0,1.0,33.84,33.74,33.99,15.53,15.53,15.53,0.0,0.0,0.0,575184.2,295261.6,781140.1,0.0,0.0,0.0,4856.94,2337.487,6943.429,2227138.0,-23.3133,1,1,0.7111,0,0.3289,1,485.11,921.03,243.34,89.33,169.61,44.81,28.74,54.1,12.41,0.0,0.0,0.0,28.74055,54.09511,12.40792
Islamabad,Pakistan,2020-07-10,33.665087,73.121219,13829.0,146.0,10240.0,1055.14,1835.01,486.18,431.12,261.29,703.65,329502.3,208430.3,527491.3,6.49,3.92,10.6,2.23,2.22,2.23,147.95,147.45,148.57,89.96,89.96,89.96,0.0,0.0,0.0,329502.3,208430.3,527491.3,0.0,0.0,0.0,1055.143,486.184,1835.009,2155173.0,-38.8818,1,1,0.7163,0,0.5741,1,248.94,477.65,152.76,45.84,87.96,28.13,14.74,26.5,9.02,0.0,0.0,0.0,14.74415,26.50165,9.024504
Khyber Pakhtunkhwa,Pakistan,2020-07-10,34.485332,72.09169,29406.0,1063.0,19503.0,56124.39,70556.96,36619.35,19781.1,9414.46,35823.41,14539748.0,8680017.0,16979535.0,183.47,87.32,332.27,9.93,9.93,9.93,1070.65,1070.53,1070.83,348.67,348.67,348.67,0.0,0.0,0.0,14539748.0,8680017.0,16979535.0,0.0,0.0,0.0,56124.39,36619.35,70556.96,38100471.0,-13.3465,1,1,0.7157,0,0.3637,1,8636.04,16182.38,3754.83,1590.32,2979.97,691.45,553.76,1186.97,178.31,0.0,0.0,0.0,553.7601,1186.971,178.3072
Punjab,Pakistan,2020-07-10,30.811346,72.139132,85261.0,1972.0,52641.0,49121.13,69679.14,31780.61,38249.14,19626.2,67077.04,22582421.0,17623385.0,28617697.0,355.32,182.32,623.12,20.43,20.43,20.43,2199.28,2199.18,2199.45,707.39,707.39,707.39,0.0,0.0,0.0,22582421.0,17623385.0,28617697.0,0.0,0.0,0.0,49121.13,31780.61,69679.14,113939260.0,-20.778,1,1,0.725,0,0.5126,1,15860.86,30115.01,7095.86,2920.76,5545.64,1306.69,858.44,1713.69,344.21,0.0,0.0,0.0,858.4394,1713.69,344.2063
Sindh,Pakistan,2020-07-10,26.009446,68.776807,100900.0,1677.0,57627.0,64847.26,79869.28,49160.32,19400.22,10291.19,32848.66,16170307.0,12712630.0,19112668.0,436.66,231.62,739.38,37.36,37.36,37.36,1659.85,1659.74,1660.02,1527.96,1527.96,1527.96,0.0,0.0,0.0,16170307.0,12712630.0,19112668.0,0.0,0.0,0.0,64847.26,49160.32,79869.28,49907676.0,-30.1496,1,1,0.7431,0,0.5529,1,20682.53,30665.33,12061.14,3808.66,5646.98,2221.04,1192.36,1894.56,634.94,0.0,0.0,0.0,1192.356,1894.558,634.9419
Azad Jammu and Kashmir,Pakistan,2021-07-10,34.027401,73.947253,20935.0,594.0,19625.0,13140.09,16883.43,10576.32,6868.51,3443.55,11848.71,2850051.0,2314708.0,3450445.0,9.94,4.99,17.14,0.86,0.86,0.86,594.21,593.56,595.28,101.39,101.39,101.39,5206.169,4205.231,6637.942,2844845.0,2310360.0,3444118.0,285.7281,226.3184,374.6744,12854.36,10349.08,16508.75,4334762.0,28.4139,1,1,0.7174,0,0.3888,1,946.85,1545.57,492.71,200.72,327.65,104.45,109.03,193.26,55.27,4.089912,7.229198,2.149163,104.945,186.0313,53.11824
Balochistan,Pakistan,2021-07-10,28.328492,65.898403,27863.0,317.0,26751.0,15075.42,21542.78,8843.35,10278.72,5630.15,17679.07,8706074.0,5938377.0,10809091.0,9.29,5.1,15.97,0.29,0.29,0.29,317.13,316.9,317.48,94.96,94.96,94.96,10032.3,6237.233,13664.03,8696042.0,5931899.0,10795753.0,263.4179,151.6892,384.2577,14812.0,8691.661,21158.53,13398367.0,37.7393,1,1,0.7369,0,0.3194,1,1507.28,2789.68,631.81,319.53,591.39,133.94,177.87,320.29,74.79,5.422946,10.01894,2.300066,172.4462,311.0465,72.5701
Gilgit-Baltistan,Pakistan,2021-07-10,35.792146,74.982138,6769.0,111.0,6099.0,7939.09,17235.89,4677.18,2156.31,1117.96,3780.78,1532059.0,936380.2,2036426.0,2.78,1.45,4.87,0.14,0.14,0.15,111.91,111.49,112.55,68.89,68.89,68.89,3742.971,2304.706,5807.913,1528316.0,933479.2,2030712.0,146.5588,82.19943,329.9641,7792.534,4594.985,16905.92,2227138.0,28.4139,1,1,0.7125,0,0.389,1,736.89,1419.74,311.98,156.21,300.97,66.14,73.17,141.56,32.54,2.361178,4.530827,1.001709,70.81188,137.0491,31.50311
Islamabad,Pakistan,2021-07-10,33.665087,73.121219,83513.0,782.0,81247.0,2203.82,4021.32,1070.54,2296.8,1391.04,3750.34,1249819.0,697139.8,1821980.0,2.11,1.29,3.44,0.73,0.72,0.73,788.13,785.89,790.94,113.17,113.17,113.17,858.3075,470.822,1379.068,1248961.0,696670.3,1820656.0,44.65724,21.43856,82.47313,2159.163,1049.105,3938.843,2155173.0,23.2494,1,1,0.7177,0,0.4292,1,151.16,244.29,87.76,32.04,51.79,18.6,19.86,31.38,10.78,0.6295469,1.036989,0.3336028,19.22841,30.39529,10.44168
Khyber Pakhtunkhwa,Pakistan,2021-07-10,34.485332,72.09169,139162.0,4353.0,133159.0,71815.08,167008.5,22955.28,80496.02,38310.75,145777.5,40292114.0,22964546.0,53545726.0,62.06,29.55,112.37,3.36,3.36,3.36,4356.83,4356.36,4357.57,140.03,140.03,140.03,32863.08,14467.85,59265.38,40259250.0,22949920.0,53482259.0,1319.404,402.8159,3162.549,70495.68,22552.47,163846.0,38100471.0,42.2719,1,1,0.717,0,0.3166,1,2556.12,4846.88,1151.59,541.88,1027.5,244.13,236.11,528.54,86.16,8.613491,20.80724,2.973187,227.5014,507.7286,83.18575
Punjab,Pakistan,2021-07-10,30.811346,72.139132,347793.0,10815.0,328554.0,91961.24,166652.1,44053.97,188107.8,96519.88,329883.9,68058198.0,54108114.0,84508879.0,116.8,59.94,204.82,6.72,6.72,6.72,10815.98,10815.54,10816.67,217.17,217.17,217.17,50243.01,29683.33,75788.71,68007955.0,54078610.0,84436553.0,1858.868,880.7288,3408.666,90102.37,43173.24,163243.5,113939260.0,30.2543,1,1,0.7263,0,0.5178,1,5496.62,9506.48,2915.71,1165.24,2015.3,618.11,562.94,1169.08,228.87,20.23218,42.28227,8.075349,542.7082,1127.841,220.7985
Sindh,Pakistan,2021-07-10,26.009446,68.776807,345269.0,5583.0,316860.0,148950.2,216394.5,106321.7,64855.3,34405.95,109810.3,40919166.0,31828797.0,50953189.0,141.96,75.31,240.36,12.15,12.14,12.15,5548.96,5548.36,5549.86,1033.46,1033.46,1033.46,59222.62,42080.73,83459.94,40859944.0,31784385.0,50871916.0,2987.067,2089.857,4442.222,145963.1,104226.3,211952.3,49907676.0,20.1672,1,1,0.7443,0,0.541,1,9568.24,15840.34,5697.95,2028.39,3358.02,1207.92,932.23,1568.01,491.36,31.14146,54.92882,16.73244,901.091,1513.082,474.6234
Azad Jammu and Kashmir,Pakistan,2020-07-11,34.027401,73.947253,1532.0,42.0,894.0,3506.38,4695.75,2550.16,495.3,249.37,852.95,381306.6,281094.9,485640.1,12.42,6.23,21.42,1.07,1.07,1.08,42.87,42.73,43.1,38.67,38.67,38.67,0.0,0.0,0.0,381306.6,281094.9,485640.1,0.0,0.0,0.0,3506.381,2550.161,4695.748,4334762.0,-23.0082,1,1,0.7147,0,0.4058,1,697.08,1436.95,253.93,127.85,263.54,46.57,44.29,96.88,15.77,0.0,0.0,0.0,44.28968,96.88342,15.7653
Balochistan,Pakistan,2020-07-11,28.328492,65.898403,11128.0,126.0,7224.0,6541.65,9319.16,2821.66,4069.36,2227.94,7000.75,4028004.0,2681902.0,4944031.0,11.61,6.36,19.95,0.36,0.36,0.36,125.55,125.49,125.69,48.17,48.17,48.17,0.0,0.0,0.0,4028004.0,2681902.0,4944031.0,0.0,0.0,0.0,6541.653,2821.657,9319.157,13398367.0,-6.0725,1,1,0.7344,0,0.3249,1,1656.43,2867.35,681.62,303.8,525.88,125.01,71.57,154.37,11.74,0.0,0.0,0.0,71.57393,154.3694,11.73811
Gilgit-Baltistan,Pakistan,2020-07-11,35.792146,74.982138,1630.0,36.0,1303.0,4850.31,6129.37,2300.17,671.5,347.93,1178.16,580034.5,297476.8,786579.8,19.31,9.96,33.94,1.0,1.0,1.0,34.84,34.74,35.0,15.74,15.74,15.74,0.0,0.0,0.0,580034.5,297476.8,786579.8,0.0,0.0,0.0,4850.311,2300.174,6129.374,2227138.0,-23.0082,1,1,0.7098,0,0.3268,1,477.8,891.36,240.69,87.63,163.48,44.14,28.8,55.89,13.23,0.0,0.0,0.0,28.80101,55.89113,13.22883
Islamabad,Pakistan,2020-07-11,33.665087,73.121219,13927.0,147.0,10441.0,1098.2,1663.93,511.89,437.4,265.09,713.9,330600.5,209042.0,528671.5,6.28,3.8,10.26,2.15,2.15,2.16,150.1,149.6,150.73,93.6,93.6,93.6,0.0,0.0,0.0,330600.5,209042.0,528671.5,0.0,0.0,0.0,1098.203,511.8873,1663.931,2155173.0,-38.3182,1,1,0.715,0,0.5735,1,237.57,459.67,145.28,43.57,84.3,26.64,14.34,27.05,8.6,0.0,0.0,0.0,14.34141,27.04902,8.602368
Khyber Pakhtunkhwa,Pakistan,2020-07-11,34.485332,72.09169,29775.0,1074.0,20271.0,54682.93,68362.67,35783.06,19961.93,9500.53,36150.9,14594431.0,8716701.0,17044744.0,180.83,86.06,327.49,9.79,9.79,9.79,1080.43,1080.32,1080.62,345.1,345.1,345.1,0.0,0.0,0.0,14594431.0,8716701.0,17044744.0,0.0,0.0,0.0,54682.93,35783.06,68362.67,38100471.0,-13.3242,1,1,0.7143,0,0.3606,1,8517.45,16244.56,3646.39,1562.14,2979.32,668.76,542.43,1170.29,178.72,0.0,0.0,0.0,542.4331,1170.285,178.7202
Punjab,Pakistan,2020-07-11,30.811346,72.139132,85991.0,1985.0,53836.0,46147.54,65509.8,29234.39,38584.58,19798.32,67665.3,22628569.0,17656142.0,28670698.0,335.44,172.12,588.26,19.29,19.29,19.29,2218.57,2218.47,2218.73,662.1,662.1,662.1,0.0,0.0,0.0,22628569.0,17656142.0,28670698.0,0.0,0.0,0.0,46147.54,29234.39,65509.8,113939260.0,-20.5085,1,1,0.7237,0,0.508,1,14895.43,28434.65,6685.12,2731.88,5215.03,1226.08,809.29,1606.26,336.17,0.0,0.0,0.0,809.2914,1606.261,336.1732
Sindh,Pakistan,2020-07-11,26.009446,68.776807,102368.0,1713.0,59165.0,63973.63,77445.62,49727.88,19820.19,10513.96,33559.77,16234280.0,12769846.0,19186951.0,419.97,222.77,711.11,35.93,35.93,35.93,1695.78,1695.67,1695.96,1466.67,1466.67,1466.67,0.0,0.0,0.0,16234280.0,12769846.0,19186951.0,0.0,0.0,0.0,63973.63,49727.88,77445.62,49907676.0,-29.642,1,1,0.7418,0,0.5524,1,19928.03,29578.27,11551.59,3654.89,5424.78,2118.61,1138.93,1830.89,600.57,0.0,0.0,0.0,1138.929,1830.89,600.5659
Azad Jammu and Kashmir,Pakistan,2021-07-11,34.027401,73.947253,21067.0,594.0,19657.0,13499.28,16875.11,10829.03,6878.45,3448.54,11865.85,2863550.0,2326157.0,3466284.0,9.94,4.99,17.14,0.86,0.86,0.86,595.07,594.42,596.14,107.46,107.46,107.46,5507.056,4443.021,7020.025,2858043.0,2321558.0,3459599.0,300.8863,237.7897,387.0253,13198.4,10591.23,16488.37,4334762.0,28.6408,1,1,0.716,0,0.3895,1,1003.39,1656.87,519.38,212.55,350.98,110.02,116.23,197.85,60.64,4.500872,7.806802,2.314337,111.7258,190.1932,58.1515
Balochistan,Pakistan,2021-07-11,28.328492,65.898403,27961.0,317.0,26769.0,15432.84,24000.96,9231.78,10285.7,5633.98,17691.05,8721507.0,5947943.0,10827840.0,6.98,3.83,11.98,0.22,0.21,0.22,317.35,317.11,317.7,99.82,99.82,99.82,10308.16,6406.742,14008.11,8711199.0,5941298.0,10814161.0,275.8636,162.434,432.0931,15156.97,9069.343,23568.87,13398367.0,38.2137,1,1,0.7356,0,0.3165,1,1602.67,2930.04,707.97,339.5,620.68,149.97,188.65,345.46,76.74,5.928691,10.96269,2.46275,182.7227,334.7302,74.27798
Gilgit-Baltistan,Pakistan,2021-07-11,35.792146,74.982138,6851.0,111.0,6101.0,7890.99,15923.34,4494.26,2161.85,1120.83,3790.5,1539950.0,942921.6,2050837.0,5.54,2.87,9.72,0.29,0.29,0.29,112.2,111.78,112.84,69.24,69.24,69.24,3892.232,2387.299,6099.51,1536058.0,939900.9,2044839.0,149.2615,80.85001,313.6323,7741.727,4413.405,15609.71,2227138.0,28.6408,1,1,0.7111,0,0.388,1,734.21,1385.45,317.3,155.53,293.48,67.21,75.71,149.2,34.51,2.526638,5.201796,1.10851,73.18695,143.9932,33.35862
Islamabad,Pakistan,2021-07-11,33.665087,73.121219,83647.0,783.0,81278.0,2418.82,4570.54,1153.88,2299.13,1392.45,3754.12,1252238.0,698302.9,1825332.0,2.32,1.41,3.78,0.8,0.79,0.8,788.92,786.68,791.74,116.1,116.1,116.1,908.4866,494.716,1475.454,1251330.0,697809.5,1823937.0,50.17904,23.62143,96.36648,2368.642,1130.257,4474.179,2155173.0,23.5676,1,1,0.7163,0,0.4288,1,166.4,263.88,98.66,35.25,55.9,20.9,21.73,34.18,11.56,0.710317,1.143443,0.3677376,21.02232,33.0686,11.19644
Khyber Pakhtunkhwa,Pakistan,2021-07-11,34.485332,72.09169,139313.0,4359.0,133220.0,77446.81,178378.7,23669.85,80568.64,38345.32,145909.0,40369560.0,22991121.0,53711641.0,72.62,34.57,131.49,3.93,3.93,3.93,4360.76,4360.29,4361.5,149.17,149.17,149.17,34320.3,14897.49,62239.04,40335240.0,22976019.0,53644885.0,1457.224,424.8968,3467.275,75989.59,23244.95,174911.4,38100471.0,42.5889,1,1,0.7157,0,0.3208,1,2621.5,4937.98,1191.13,555.32,1046.02,252.32,250.18,529.55,94.45,9.40347,21.31561,3.417758,240.7773,508.2348,91.00028
Punjab,Pakistan,2021-07-11,30.811346,72.139132,348085.0,10819.0,328767.0,96612.75,169267.9,46781.27,188234.6,96584.92,330106.2,68154810.0,54158106.0,84657073.0,126.74,65.04,222.25,7.29,7.29,7.29,10823.27,10822.83,10823.96,236.39,236.39,236.39,52241.53,30714.35,79333.54,68102569.0,54127582.0,84581655.0,1998.523,956.8362,3544.834,94614.23,45824.43,165723.1,113939260.0,30.6506,1,1,0.725,0,0.5173,1,5761.64,10075.09,3028.98,1220.5,2134.23,641.64,626.77,1339.8,250.11,23.22782,50.00306,9.083574,603.5457,1289.797,241.0281
Sindh,Pakistan,2021-07-11,26.009446,68.776807,346360.0,5599.0,317411.0,154851.6,221516.1,112175.3,65005.61,34485.69,110064.8,41074018.0,31949548.0,51164943.0,150.31,79.74,254.49,12.86,12.86,12.86,5561.82,5561.22,5562.72,1075.82,1075.82,1075.82,62404.82,44373.93,88072.12,41011613.0,31902701.0,51079215.0,3182.206,2257.773,4666.378,151669.4,109917.5,216849.7,49907676.0,19.9919,1,1,0.7431,0,0.5409,1,9738.85,15646.65,5816.5,2063.0,3314.47,1232.12,999.22,1763.9,522.22,34.43607,61.47979,17.87161,964.7842,1702.478,504.8948
Azad Jammu and Kashmir,Pakistan,2020-07-12,34.027401,73.947253,1564.0,43.0,942.0,3319.4,4478.86,2303.21,505.24,254.36,870.09,384626.0,284185.6,489574.8,9.94,4.99,17.14,0.86,0.86,0.86,43.73,43.59,43.96,41.53,41.53,41.53,0.0,0.0,0.0,384626.0,284185.6,489574.8,0.0,0.0,0.0,3319.396,2303.206,4478.858,4334762.0,-22.6654,1,1,0.7133,0,0.4022,1,694.42,1425.01,251.02,126.31,259.19,45.66,48.87,104.82,17.21,0.0,0.0,0.0,48.86522,104.8153,17.2077
Balochistan,Pakistan,2020-07-12,28.328492,65.898403,11157.0,126.0,7421.0,7093.47,9631.51,3881.76,4083.28,2235.57,7024.69,4035097.0,2686475.0,4950800.0,13.92,7.63,23.94,0.43,0.43,0.43,125.98,125.92,126.12,42.32,42.32,42.32,0.0,0.0,0.0,4035097.0,2686475.0,4950800.0,0.0,0.0,0.0,7093.468,3881.756,9631.514,13398367.0,-6.0195,1,1,0.7331,0,0.3155,1,1455.41,2611.77,565.25,264.72,475.05,102.81,56.32,127.43,8.22,0.0,0.0,0.0,56.31688,127.4298,8.222382
Gilgit-Baltistan,Pakistan,2020-07-12,35.792146,74.982138,1658.0,36.0,1316.0,5164.68,7198.57,2211.45,692.2,358.6,1214.52,585199.2,300003.3,791543.0,20.69,10.67,36.36,1.07,1.07,1.07,35.92,35.82,36.07,18.46,18.46,18.46,0.0,0.0,0.0,585199.2,300003.3,791543.0,0.0,0.0,0.0,5164.68,2211.451,7198.567,2227138.0,-22.6654,1,1,0.7084,0,0.3248,1,478.23,863.22,241.72,86.98,157.01,43.97,32.13,58.37,14.34,0.0,0.0,0.0,32.12922,58.3674,14.34443
Islamabad,Pakistan,2020-07-12,33.665087,73.121219,14023.0,152.0,10645.0,1063.27,1591.05,512.76,443.47,268.76,723.82,331663.8,209577.1,529806.0,6.07,3.67,9.92,2.08,2.08,2.09,152.18,151.68,152.82,95.46,95.46,95.46,0.0,0.0,0.0,331663.8,209577.1,529806.0,0.0,0.0,0.0,1063.27,512.7567,1591.051,2155173.0,-37.7135,1,1,0.7136,0,0.57,1,227.68,445.87,140.27,41.41,81.1,25.51,13.85,26.9,8.56,0.0,0.0,0.0,13.8543,26.89694,8.557904
Khyber Pakhtunkhwa,Pakistan,2020-07-12,34.485332,72.09169,30078.0,1087.0,20762.0,52423.15,67767.99,32840.52,20140.13,9585.33,36473.61,14646854.0,8753080.0,17107162.0,178.19,84.81,322.71,9.64,9.64,9.65,1090.08,1089.96,1090.26,320.39,320.39,320.39,0.0,0.0,0.0,14646854.0,8753080.0,17107162.0,0.0,0.0,0.0,52423.15,32840.52,67767.99,38100471.0,-13.2142,1,1,0.713,0,0.3583,1,8277.13,16022.41,3500.12,1505.5,2914.26,636.63,504.81,1088.66,161.65,0.0,0.0,0.0,504.8052,1088.658,161.6531
Punjab,Pakistan,2020-07-12,30.811346,72.139132,86556.0,2006.0,55175.0,42973.8,60588.83,26381.89,38877.79,19948.77,68179.49,22671543.0,17686587.0,28719497.0,293.21,150.45,514.19,16.86,16.86,16.86,2235.43,2235.32,2235.59,599.89,599.89,599.89,0.0,0.0,0.0,22671543.0,17686587.0,28719497.0,0.0,0.0,0.0,42973.8,26381.89,60588.83,113939260.0,-20.1983,1,1,0.7224,0,0.5027,1,13979.19,26745.58,6278.92,2542.63,4864.66,1142.05,746.71,1455.72,317.25,0.0,0.0,0.0,746.7072,1455.716,317.249
Sindh,Pakistan,2020-07-12,26.009446,68.776807,103836.0,1747.0,60439.0,64251.61,76373.2,47779.76,20237.65,10735.4,34266.64,16298532.0,12828017.0,19264135.0,417.46,221.44,706.87,35.72,35.72,35.72,1731.5,1731.38,1731.68,1407.03,1407.03,1407.03,0.0,0.0,0.0,16298532.0,12828017.0,19264135.0,0.0,0.0,0.0,64251.61,47779.76,76373.2,49907676.0,-29.1521,1,1,0.7406,0,0.5518,1,19098.1,28378.08,10995.09,3473.69,5161.59,1999.86,1076.51,1720.01,565.36,0.0,0.0,0.0,1076.508,1720.008,565.3596
Azad Jammu and Kashmir,Pakistan,2021-07-12,34.027401,73.947253,21180.0,594.0,19700.0,14086.63,17340.47,11334.71,6888.39,3453.53,11882.99,2877637.0,2338019.0,3482517.0,9.94,4.99,17.14,0.86,0.86,0.86,595.93,595.28,597.0,112.46,112.46,112.46,5830.767,4703.69,7424.208,2871806.0,2333151.0,3475455.0,323.7117,256.5205,408.2781,13762.92,11078.19,16932.19,4334762.0,28.9353,1,1,0.7147,0,0.3903,1,1062.1,1755.9,548.07,226.4,374.3,116.83,122.34,206.48,63.86,4.889669,8.539219,2.488666,117.4464,198.2189,61.15014
Balochistan,Pakistan,2021-07-12,28.328492,65.898403,27994.0,317.0,26834.0,16592.4,27386.61,8535.11,10290.36,5636.54,17699.05,8738100.0,5958418.0,10847454.0,4.66,2.56,8.0,0.14,0.14,0.14,317.49,317.26,317.84,98.96,98.96,98.96,10613.33,6582.426,14395.96,8727486.0,5951583.0,10833407.0,305.1686,153.1371,507.3932,16287.23,8381.973,26879.22,13398367.0,38.8053,1,1,0.7344,0,0.3139,1,1676.63,3009.65,777.57,357.4,641.56,165.75,186.47,343.64,76.57,6.040688,11.1731,2.538921,180.4277,333.0623,74.02721
Gilgit-Baltistan,Pakistan,2021-07-12,35.792146,74.982138,6904.0,111.0,6189.0,8152.21,13859.45,4378.16,2167.39,1123.7,3800.22,1548102.0,949407.0,2064225.0,5.54,2.87,9.72,0.29,0.29,0.29,112.48,112.07,113.13,68.32,68.32,68.32,4051.032,2477.526,6379.346,1544051.0,946264.0,2057956.0,158.7995,81.25421,282.6377,7993.414,4296.907,13576.81,2227138.0,28.9353,1,1,0.7098,0,0.3869,1,744.74,1436.17,331.22,158.75,306.14,70.6,79.93,161.69,37.22,2.760894,5.83072,1.230218,77.16771,155.8602,35.94171
Islamabad,Pakistan,2021-07-12,33.665087,73.121219,83764.0,784.0,81324.0,2653.5,4837.65,1243.71,2301.45,1393.87,3757.9,1254891.0,699607.8,1828995.0,2.32,1.41,3.78,0.8,0.79,0.8,789.72,787.47,792.55,120.74,120.74,120.74,965.1663,522.4086,1580.095,1253926.0,699087.0,1827522.0,56.67969,26.2529,104.6417,2596.82,1217.459,4733.004,2155173.0,23.7036,1,1,0.715,0,0.4346,1,181.61,282.82,108.87,38.71,60.29,23.21,23.05,36.61,12.23,0.7765446,1.255739,0.3971628,22.27528,35.37623,11.83068
Khyber Pakhtunkhwa,Pakistan,2021-07-12,34.485332,72.09169,139463.0,4362.0,133321.0,84332.42,194238.7,25197.2,80648.51,38383.34,146053.6,40453893.0,23019353.0,53893496.0,79.87,38.02,144.64,4.32,4.32,4.32,4365.08,4364.61,4365.83,158.85,158.85,158.85,35954.66,15371.33,65619.66,40417938.0,23003729.0,53823022.0,1634.361,465.9839,3905.445,82698.06,24731.21,190333.2,38100471.0,42.977,1,1,0.7143,0,0.3247,1,2694.83,5058.07,1234.32,574.45,1078.21,263.12,265.09,565.24,104.89,10.26187,23.40974,3.877965,254.8324,541.8263,100.949
Punjab,Pakistan,2021-07-12,30.811346,72.139132,348309.0,10822.0,328838.0,101576.3,172352.7,49180.73,188365.1,96651.87,330335.0,68256387.0,54211337.0,84814910.0,130.47,66.95,228.79,7.5,7.5,7.5,10830.77,10830.33,10831.46,263.32,263.32,263.32,54404.17,31877.59,83049.54,68201983.0,54179694.0,84736104.0,2162.643,1035.098,3716.003,99413.68,48145.64,168636.7,113939260.0,31.113,1,1,0.7237,0,0.5158,1,6107.5,10782.99,3171.49,1301.92,2298.58,676.06,694.57,1460.31,273.97,26.53609,56.29522,10.26201,668.0387,1404.018,263.7118
