Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,Temp,Wind,Barometer,Visibility,Weather
Islamabad,Pakistan,12/8/2020,33.665087,73.121219,33061,341,26603,3353.81,5441.26,1332.54,1013.15,614.18,1653.4,701880.7,382392.5,998763.7,9.4,5.68,15.37,3.23,3.22,3.23,347.69,346.47,349.22,334.53,334.53,334.53,0,0,0,701880.7,382392.5,998763.7,0,0,0,3353.806,1332.538,5441.264,2155173,11.4212,1,1,1.1008,0,0.5142,1,499.09,748.53,335.77,91.02,136.51,61.23,38.99,61.56,21.85,0,0,0,38.99425,61.56373,21.853,42.86,2.29,13.43,8.56,Sunny.
Khyber Pakhtunkhwa,Pakistan,12/8/2020,34.485332,72.09169,50078,1419,44289,89992.65,121346.2,55932.05,26350,12542.58,47716.91,20261506,12350970,23767611,154.44,73.5,279.69,8.36,8.36,8.36,1426.21,1425.95,1426.63,402.1,402.1,402.1,0,0,0,20261506,12350970,23767611,0,0,0,89992.65,55932.05,121346.2,38100471,11.5574,1,1,1.101,0,0.3656,1,6847.52,12904,3036.93,1248.78,2353.3,553.84,641.76,1339.82,225.3,0,0,0,641.7606,1339.816,225.3045,38.11,2.02,24.3,10.26,Passing clouds.
Punjab,Pakistan,12/8/2020,30.811346,72.139132,124191,3218,111610,139225.3,204784.4,91555.15,56098.9,28786.62,98377.69,33095716,26647024,40669812,437.31,224.39,766.91,25.14,25.14,25.15,3225.65,3225.4,3226.02,598.39,598.39,598.39,0,0,0,33095716,26647024,40669812,0,0,0,139225.3,91555.15,204784.4,113939260,3.9006,1,1,1.0977,0,0.4321,1,20683.22,37180.97,10792.13,3771.99,6780.67,1968.16,1908.59,3723.39,695.03,0,0,0,1908.589,3723.385,695.0323,49.02,1.02,10.08,5.63,Fog.
Sindh,Pakistan,12/8/2020,26.009446,68.776807,186212,3060,160933,114014.5,149931.4,84531.11,35364.84,18761.04,59878.46,25424604,19910147,30761139,222.94,118.26,377.48,19.07,19.07,19.08,3025.78,3025.47,3026.25,1702.67,1702.67,1702.67,0,0,0,25424604,19910147,30761139,0,0,0,114014.5,84531.11,149931.4,49907676,1.6361,1,1,1.0913,0,0.5377,1,13075.15,19207.49,8022.21,2384.51,3502.86,1463.01,1222.69,1928.21,667.64,0,0,0,1222.691,1928.215,667.635,42.86,2.29,13.43,8.56,Sunny.
Azad Jammu and Kashmir,Pakistan,12/8/2021,34.027401,73.947253,34586,742,,362.31,990.01,51.95,8603.18,4313.73,14840.42,3738812,3072687,4619288,1.68,0.86,2.88,0.15,0.14,0.15,744.29,743.43,745.7,4.1,4.1,4.1,54546,37854.76,79747.49,3684266,3023936,4545485,108.2713,15.31063,293.715,254.0427,36.63852,696.2978,4334762,47.8101,1,1,1.0972,0,0.3507,1,90.41,187.31,36.65,18.05,37.4,7.32,6.62,13.28,2.95,2.346987,4.720491,1.04803,4.270203,8.555868,1.898731,45,3.43,45.14,0,Clear.
Balochistan,Pakistan,12/8/2021,28.328492,65.898403,33514,362,,5871.42,10763.24,2975.99,11748.92,6436.58,20206,9765185,6667038,12214681,13.92,7.63,23.94,0.43,0.43,0.43,362.5,362.19,362.94,4.46,4.46,4.46,83426.17,57987.64,120588.9,9681759,6604710,12104795,1352.092,682.4918,2496.787,4519.323,2293.501,8266.454,13398367,40.9843,1,1,1.0905,0,0.3033,1,93.01,175.67,35.54,18.57,35.07,7.1,4.49,12.03,0.62,1.203392,3.24572,0.16609,3.284965,8.783949,0.4554533,47.57,7.29,21.57,0,Clear.
Gilgit-Baltistan,Pakistan,12/8/2021,35.792146,74.982138,10414,186,,30.38,77.46,12.93,3604.42,1865.99,6323.72,1908935,1263431,2564888,0.03,0.03,0.03,0,0,0,187.03,186.49,187.87,1.79,1.79,1.79,18688.57,11136.91,28245.45,1890246,1247712,2537020,7.089459,2.972002,18.4361,23.28585,9.954321,59.02324,2227138,47.8101,1,1,1.0989,0,0.3641,1,8.58,16.98,3.23,1.74,3.43,0.66,1.31,2.55,0.52,0.3821338,0.7507165,0.1476169,0.9251922,1.799326,0.3576515,54.57,4,52.71,25.82,Fog.
Islamabad,Pakistan,12/8/2021,33.665087,73.121219,107989,961,,217.82,583.83,70.79,2820.94,1709,4605.33,1517206,844408.9,2252453,1.7,1.03,2.76,0.58,0.58,0.59,968.01,965.05,971.73,33.1,33.1,33.1,21846.76,10547.78,34986.81,1495359,833979,2217514,67.66743,21.29344,187.9644,150.1575,49.50079,395.8688,2155173,40.7115,1,1,1.0971,0,0.448,1,55.3,87.25,35.86,11.04,17.42,7.16,5.33,8.66,2.64,1.722198,2.845757,0.8294057,3.607336,5.809172,1.814736,69.43,4.86,53.14,30.05,Clear.
Khyber Pakhtunkhwa,Pakistan,12/8/2021,34.485332,72.09169,180471,5868,,17877.46,50817.32,4837.6,108515.9,51646.1,196521.7,53899131,28069920,85078749,73.94,35.2,133.88,4,4,4,5873.4,5872.78,5874.37,50.17,50.17,50.17,1114791,334489.9,2836033,52784340,27712178,82228799,4477.249,1159.105,12614.44,13400.21,3678.498,38294.37,38100471,55.973,1,1,1.0974,0,0.2759,1,1423.53,2835.86,643.04,284.21,566.19,128.38,89.66,209.61,30.11,33.00146,84.35643,9.995964,56.66197,125.2567,19.69644,40.16,3.36,37.25,19.16,Haze.
Punjab,Pakistan,12/8/2021,30.811346,72.139132,443610,13044,,18577.94,45507.08,6819.95,226893.6,116422,397901.2,81797087,63514763,102581290,36.06,18.51,63.21,2.07,2.07,2.07,13046.13,13045.55,13047.04,57.24,57.24,57.24,1052164,748500.9,1421925,80744923,62806198,101167893,6100.571,2123.564,15617.28,12477.37,4722.413,29889.8,113939260,51.2938,1,1,1.0941,0,0.4345,1,952.21,1494.95,484.15,190.11,298.47,96.66,69.71,131.17,32.94,24.87074,47.18791,11.72814,44.83751,83.93695,21.16653,54,0.62,5.94,3.75,Fog.
Sindh,Pakistan,12/8/2021,26.009446,68.776807,477119,7630,,26334.82,49660.6,14465.84,88754.46,47084.32,150275.7,51595270,39947767,65091696,18.4,9.77,31.13,1.57,1.57,1.58,7593.74,7592.95,7594.95,173.03,173.03,173.03,796706.4,557102.1,1108691,50798563,39357905,64005174,8424.665,4357.761,16542.6,17910.15,10084.18,33117.99,49907676,39.1798,1,1,1.088,0,0.4731,1,1346.34,2326.12,724.94,268.8,464.42,144.74,113.32,208.65,58.92,37.89731,70.74614,19.50061,75.41931,138.256,38.87786,69.43,4.86,53.14,30.05,Clear.
Azad Jammu and Kashmir,Pakistan,12/9/2020,34.027401,73.947253,7427,182,5829,5818.05,8207.5,3467.76,2131.7,1070.38,3674.98,1265536,1011300,1508751,22.33,11.19,38.53,1.93,1.93,1.93,184.45,184.1,185.03,56.17,56.17,56.17,0,0,0,1265536,1011300,1508751,0,0,0,5818.048,3467.759,8207.497,4334762,2.3402,1,1,1.1028,0,0.494,1,971.98,1412.97,588.53,178.67,259.73,108.18,72.96,124.69,38.28,0,0,0,72.96433,124.6897,38.27899,,,,,
Balochistan,Pakistan,12/9/2020,28.328492,65.898403,17540,170,16857,9618.38,14449.79,6710.95,5548.83,3039.44,9543.62,5681665,3759447,7009982,23.18,12.7,39.88,0.72,0.71,0.72,171.2,171.07,171.43,43.1,43.1,43.1,0,0,0,5681665,3759447,7009982,0,0,0,9618.384,6710.947,14449.79,13398367,11.5169,1,1,1.0957,0,0.2943,1,879,1396.16,476.01,161.58,256.64,87.5,71.71,132.13,31.68,0,0,0,71.7124,132.1335,31.67838,,,,,
Gilgit-Baltistan,Pakistan,12/9/2020,35.792146,74.982138,4761,98,4503,702.94,979.3,468.38,1897.84,981.74,3331.14,1113115,634431.9,1493958,1.41,0.74,2.45,0.07,0.07,0.07,98.46,98.23,98.82,9.39,9.39,9.39,0,0,0,1113115,634431.9,1493958,0,0,0,702.9448,468.3832,979.3037,2227138,2.3402,1,1,1.1045,0,0.3379,1,117.43,188.69,59.12,21.58,34.68,10.87,9.64,18.5,4.07,0,0,0,9.644383,18.50179,4.069641,,,,,
Islamabad,Pakistan,12/9/2020,33.665087,73.121219,33420,345,26795,3214.02,5115.18,1229.05,1024.01,620.74,1671.15,705094.8,383621.5,1003458,10.86,6.56,17.76,3.73,3.72,3.73,351.41,350.19,352.95,319.53,319.53,319.53,0,0,0,705094.8,383621.5,1003458,0,0,0,3214.023,1229.046,5115.183,2155173,11.3824,1,1,1.1026,0,0.5145,1,477.72,710.36,320.51,87.81,130.58,58.91,38.92,60.22,21.28,0,0,0,38.92359,60.21836,21.28373,,,,,
Khyber Pakhtunkhwa,Pakistan,12/9/2020,34.485332,72.09169,50506,1429,44526,87641.57,117069.5,54634.99,26501.8,12614.83,47991.82,20349148,12409909,23870187,151.8,72.25,274.91,8.22,8.22,8.22,1434.43,1434.17,1434.85,399.53,399.53,399.53,0,0,0,20349148,12409909,23870187,0,0,0,87641.57,54634.99,117069.5,38100471,11.9434,1,1,1.1029,0,0.3614,1,6909.2,13121.95,3052.74,1270.03,2412.04,561.15,634.42,1340.79,218.97,0,0,0,634.4227,1340.789,218.9681,,,,,
Punjab,Pakistan,12/9/2020,30.811346,72.139132,124804,3242,111720,134613.9,197051.2,90617.56,56561.06,29023.75,99188.18,33230330,26736378,40827116,462.15,237.13,810.48,26.57,26.57,26.57,3252.22,3251.97,3252.6,606.46,606.46,606.46,0,0,0,33230330,26736378,40827116,0,0,0,134613.9,90617.56,197051.2,113939260,4.1195,1,1,1.0995,0,0.4307,1,21088.45,37466.77,10928.59,3876.42,6887.04,2008.87,1911.32,3606.82,693.39,0,0,0,1911.317,3606.815,693.3941,,,,,
Sindh,Pakistan,12/9/2020,26.009446,68.776807,187684,3081,162041,108353.2,144443.4,79593.01,35597.79,18884.61,60272.91,25532957,19989473,30895301,232.96,123.58,394.45,19.93,19.93,19.93,3045.71,3045.4,3046.19,1694.1,1694.1,1694.1,0,0,0,25532957,19989473,30895301,0,0,0,108353.2,79593.01,144443.4,49907676,1.0671,1,1,1.093,0,0.5344,1,13080.28,19289,8009.02,2404.38,3545.65,1472.2,1209.65,1922.23,666.04,0,0,0,1209.652,1922.235,666.0367,,,,,
Azad Jammu and Kashmir,Pakistan,12/9/2021,34.027401,73.947253,34595,743,,446.27,1264.02,51.01,8604.86,4314.59,14843.3,3739259,3072999,4619839,1.68,0.86,2.88,0.15,0.14,0.15,744.44,743.58,745.85,4.24,4.24,4.24,54680.15,38157.39,79902.31,3684578,3024154,4545868,134.1464,15.12922,377.7561,312.1242,35.87781,886.2599,4334762,47.8483,1,1,1.1009,0,0.3503,1,82.59,167.92,33.77,16.55,33.66,6.77,5.76,10.8,2.34,2.055893,3.796026,0.824199,3.708074,7.004627,1.498429,47.86,1.71,37.57,0,Clear.
Balochistan,Pakistan,12/9/2021,28.328492,65.898403,33519,362,,5962.14,10619.34,3192.67,11762.85,6444.21,20229.94,9771147,6671561,12222199,13.92,7.63,23.94,0.43,0.43,0.43,362.93,362.62,363.37,3.6,3.6,3.6,84808.29,59029.46,122952,9686339,6608190,12110557,1382.112,737.6489,2472.045,4580.03,2455.018,8147.291,13398367,40.796,1,1,1.0939,0,0.3009,1,79.62,154.65,26.96,15.96,31,5.4,3.64,9.72,0.52,0.9817214,2.634737,0.1398739,2.662065,7.084253,0.384084,45.57,5.14,17.43,0,Clear.
Gilgit-Baltistan,Pakistan,12/9/2021,35.792146,74.982138,10422,186,,22.8,57.56,8.89,3604.45,1866.02,6323.75,1908957,1263448,2564926,0.03,0.03,0.03,0,0,0,187.03,186.49,187.88,1.82,1.82,1.82,18693.93,11139.92,28256.12,1890263,1247725,2537049,5.354128,2.065135,13.78113,17.44605,6.827672,43.77931,2227138,47.8483,1,1,1.1026,0,0.3648,1,10.02,19.77,3.81,2.03,4,0.77,1.33,2.59,0.52,0.3904831,0.7659914,0.150702,0.9394325,1.824705,0.371773,57.86,3.29,43,25.79,Haze.
Islamabad,Pakistan,12/9/2021,33.665087,73.121219,108022,962,,208.64,553.96,73.63,2822.22,1709.79,4607.41,1517415,844584.9,2252914,1.28,0.78,2.08,0.44,0.43,0.45,968.45,965.49,972.18,30.6,30.6,30.6,21912.37,10596.91,35132.51,1495502,834102.5,2217823,65.61318,22.28178,180.1027,143.0233,51.34939,373.855,2155173,40.7185,1,1,1.1008,0,0.4486,1,57.02,90.65,36.23,11.43,18.17,7.26,5.83,9.47,2.97,1.892517,3.113111,0.9336795,3.93571,6.362576,2.039871,70,2.29,29,17.17,Clear.
Khyber Pakhtunkhwa,Pakistan,12/9/2021,34.485332,72.09169,180514,5874,,17303.15,50130.84,4572.7,108593.8,51683.19,196662.7,53916434,28075012,85128297,77.89,37.08,141.05,4.22,4.22,4.22,5877.61,5877,5878.59,47.03,47.03,47.03,1119151,335590.5,2848303,52797283,27716041,82267960,4360.063,1100.615,12583.31,12943.09,3472.08,37566.26,38100471,55.7044,1,1,1.101,0,0.2788,1,1364.23,2670.11,615.3,273.47,535.24,123.34,82.66,186.48,26.64,30.51914,75.02718,8.923513,52.13891,111.4594,17.25954,45.57,3.07,33.77,18.46,Haze.
Punjab,Pakistan,12/9/2021,30.811346,72.139132,443682,13046,,19832.76,55968.3,7130.8,226924.7,116437.9,397955.7,81816920,63523260,102630578,31.09,15.96,54.5,1.79,1.79,1.79,13047.92,13047.33,13048.83,53.82,53.82,53.82,1058799,751050.4,1446415,80758121,62811934,101199927,6635.252,2244.125,19504.84,13197.51,4951.748,36463.46,113939260,51.2916,1,1,1.0977,0,0.435,1,917.49,1440.98,470.63,183.92,288.85,94.34,66.18,118.54,33.24,23.71623,42.80429,11.88052,42.46372,75.73185,21.35876,53.98,1.48,10.46,6.89,Clear.
Sindh,Pakistan,12/9/2021,26.009446,68.776807,477299,7630,,28644.62,53621.2,15229.77,88772.86,47094.1,150306.8,51623915,39963206,65132741,18.4,9.77,31.13,1.57,1.57,1.58,7595.31,7594.52,7596.53,170.17,170.17,170.17,806022.8,561974.2,1126542,50817892,39368705,64032734,9316.412,4514.027,18023.44,19328.21,10729.88,35597.76,49907676,39.4192,1,1,1.0913,0,0.473,1,1294.63,2226.48,694.86,259.52,446.31,139.29,107.46,184.75,55.99,36.10262,63.82668,18.73189,71.36112,120.9313,37.01743,70,2.29,29,17.17,Clear.
Azad Jammu and Kashmir,Pakistan,12/10/2020,34.027401,73.947253,7517,183,5912,5643.13,7912.69,3366.76,2151.55,1080.32,3709.23,1271179,1016110,1517041,19.85,9.95,34.25,1.72,1.72,1.72,186.17,185.81,186.75,53.46,53.46,53.46,0,0,0,1271179,1016110,1517041,0,0,0,5643.133,3366.759,7912.691,4334762,2.7048,1,1,1.1043,0,0.4957,1,926.99,1373.5,562.55,171.65,254.34,104.17,66.85,107.37,34.53,0,0,0,66.85232,107.3662,34.52853,,,,,
Balochistan,Pakistan,12/10/2020,28.328492,65.898403,17604,171,16910,9415.99,14836.9,6409.86,5576.64,3054.67,9591.47,5691081,3767764,7021099,27.82,15.23,47.85,0.86,0.86,0.86,172.06,171.93,172.29,41.32,41.32,41.32,0,0,0,5691081,3767764,7021099,0,0,0,9415.986,6409.856,14836.9,13398367,11.8023,1,1,1.0971,0,0.2956,1,839.82,1341.31,451.92,155.51,248.37,83.68,65.73,111.92,30.9,0,0,0,65.73096,111.9169,30.9016,,,,,
Gilgit-Baltistan,Pakistan,12/10/2020,35.792146,74.982138,4765,98,4511,664.92,929.31,455.24,1900.63,983.19,3336.01,1113780,634860.9,1494738,2.78,1.45,4.87,0.14,0.14,0.15,98.61,98.38,98.97,8.82,8.82,8.82,0,0,0,1113780,634860.9,1494738,0,0,0,664.9196,455.2358,929.3086,2227138,2.7048,1,1,1.106,0,0.3359,1,114,179.57,57.78,21.11,33.25,10.7,9.67,18.59,3.88,0,0,0,9.673731,18.58818,3.884381,,,,,
Islamabad,Pakistan,12/10/2020,33.665087,73.121219,33695,348,27003,3074.03,4689.92,1148.99,1036.12,628.05,1690.95,708168.8,384770.5,1007765,12.11,7.32,19.8,4.15,4.15,4.16,355.57,354.34,357.11,299.24,299.24,299.24,0,0,0,708168.8,384770.5,1007765,0,0,0,3074.034,1148.992,4689.918,2155173,11.2604,1,1,1.1041,0,0.5142,1,459.7,676.68,302.9,85.12,125.3,56.09,38.91,61.37,20.84,0,0,0,38.90887,61.37035,20.84341,,,,,
Khyber Pakhtunkhwa,Pakistan,12/10/2020,34.485332,72.09169,50762,1439,44633,85015.95,114147.4,53766.45,26658.88,12689.59,48276.28,20434164,12467506,23970389,157.08,74.76,284.47,8.5,8.5,8.5,1442.93,1442.67,1443.35,403.24,403.24,403.24,0,0,0,20434164,12467506,23970389,0,0,0,85015.95,53766.45,114147.4,38100471,12.3407,1,1,1.1044,0,0.3584,1,6931.75,13190.64,3066.84,1283.57,2442.55,567.9,633.44,1315.25,219.21,0,0,0,633.4415,1315.252,219.2054,,,,,
Punjab,Pakistan,12/10/2020,30.811346,72.139132,125250,3265,111840,129067.6,183509.2,88591.05,57029.42,29264.07,100009.6,33359398,26824461,40981836,468.37,240.32,821.38,26.93,26.93,26.93,3279.15,3278.9,3279.53,574.03,574.03,574.03,0,0,0,33359398,26824461,40981836,0,0,0,129067.6,88591.05,183509.2,113939260,4.3866,1,1,1.101,0,0.43,1,21307.39,37215.13,10992.85,3945.55,6891.24,2035.58,1851.91,3510.3,664.86,0,0,0,1851.907,3510.303,664.8583,,,,,
Sindh,Pakistan,12/10/2020,26.009446,68.776807,189687,3099,163492,102837.5,135191.7,72850.26,35829.08,19007.3,60664.52,25635795,20061460,31018342,231.29,122.69,391.62,19.79,19.79,19.79,3065.5,3065.18,3065.98,1650.17,1650.17,1650.17,0,0,0,25635795,20061460,31018342,0,0,0,102837.5,72850.26,135191.7,49907676,0.4938,1,1,1.0943,0,0.5303,1,13008.24,19191.55,7925.95,2408.78,3553.76,1467.67,1167.74,1843.41,638.08,0,0,0,1167.74,1843.407,638.0836,,,,,
Azad Jammu and Kashmir,Pakistan,12/10/2021,34.027401,73.947253,34600,743,,543.58,1295.58,51.31,8606.55,4315.44,14846.18,3739802,3073285,4620642,1.68,0.86,2.88,0.15,0.14,0.15,744.58,743.72,746,4.6,4.6,4.6,54844.55,38481.38,80093.73,3684958,3024355,4546424,164.4061,15.40419,391.8262,379.174,35.90143,903.7548,4334762,47.7155,1,1,1.1028,0,0.3501,1,74.97,157.1,29.91,15.06,31.56,6.01,5.14,10.46,1.03,1.843148,3.707739,0.3612887,3.293162,6.783235,0.6712573,42,2.43,23.57,0,Clear.
Balochistan,Pakistan,12/10/2021,28.328492,65.898403,33522,363,,5949.26,12441.32,2907.16,11772.14,6449.31,20245.9,9777096,6677121,12229519,9.29,5.1,15.97,0.29,0.29,0.29,363.22,362.91,363.65,3.74,3.74,3.74,86196.65,60081.04,125632,9690900,6612461,12116157,1388.36,675.4318,2917.242,4560.903,2231.728,9524.079,13398367,40.5252,1,1,1.0957,0,0.2985,1,67.41,141.66,18.32,13.54,28.46,3.68,3.78,10.1,0.54,1.024243,2.751365,0.1451144,2.759441,7.35064,0.3960185,30.86,3.43,17,0,Clear.
Gilgit-Baltistan,Pakistan,12/10/2021,35.792146,74.982138,10425,186,,15.98,38.06,4.62,3604.48,1866.05,6323.78,1908973,1263461,2564951,0.03,0.03,0.03,0,0,0,187.03,186.49,187.88,1.77,1.77,1.77,18697.7,11142.2,28263.16,1890276,1247735,2537067,3.77494,1.082501,9.16887,12.20607,3.535765,28.89526,2227138,47.7155,1,1,1.1045,0,0.3653,1,11.19,22.02,4.29,2.27,4.46,0.87,1.3,2.53,0.51,0.383646,0.7512319,0.1478899,0.9171263,1.778486,0.3638228,49.86,4,23.14,17.25,Clear.
Islamabad,Pakistan,12/10/2021,33.665087,73.121219,108042,962,,207.52,589.43,61.12,2823.08,1710.32,4608.8,1517622,844767.8,2253387,0.86,0.53,1.39,0.3,0.29,0.3,968.75,965.78,972.48,27.46,27.46,27.46,21978.5,10648.18,35284.68,1495644,834230,2218138,66.12909,19.65169,194.3465,141.3919,41.29044,393.0654,2155173,40.5648,1,1,1.1026,0,0.4436,1,59.14,95.35,36.6,11.88,19.16,7.35,5.97,10.81,3.03,1.946653,3.635544,0.9564707,4.019135,7.177544,2.074111,59.71,4.57,42.14,25.79,Clear.
Khyber Pakhtunkhwa,Pakistan,12/10/2021,34.485332,72.09169,180564,5879,,16590.77,50010.3,4273.61,108673,51720.89,196806.2,53933025,28079835,85175221,79.21,37.71,143.44,4.29,4.29,4.29,5881.9,5881.28,5882.88,43.67,43.67,43.67,1123357,336625.7,2860077,52809668,27719693,82306149,4205.829,1035.227,12651.55,12384.94,3238.384,37354.06,38100471,55.2064,1,1,1.1029,0,0.2834,1,1302.4,2524.19,579.65,261.67,507.15,116.46,77.23,181,25.68,28.61299,73.18264,8.658257,48.6144,107.957,16.73399,48.55,3.75,40.7,22.63,Haze.
Punjab,Pakistan,12/10/2021,30.811346,72.139132,443747,13048,,20798.72,61505.3,7556.56,226950.8,116451.4,398001.4,81837719,63531515,102681530,26.12,13.41,45.78,1.5,1.5,1.5,13049.42,13048.83,13050.33,53.17,53.17,53.17,1065874,753682.9,1475036,80771844,62817470,101232840,7075.342,2401.343,21800.12,13723.38,5213.895,39705.18,113939260,51.0776,1,1,1.0995,0,0.4338,1,884.64,1379.59,457.96,177.74,277.18,92.01,64.23,111.13,31.69,23.1438,40.05917,11.24772,41.08861,71.07439,20.41816,50.17,0.21,1.85,1.26,Fog.
Sindh,Pakistan,12/10/2021,26.009446,68.776807,477466,7631,,32199.8,68278.92,16032,88792.09,47104.31,150339.4,51656114,39979750,65178696,19.23,10.21,32.54,1.65,1.64,1.65,7596.96,7596.17,7598.17,171.6,171.6,171.6,816659.2,567147.1,1146962,50839455,39380189,64063364,10636.38,4836.982,22899.37,21563.42,11210.82,45397.09,49907676,39.5834,1,1,1.093,0,0.4721,1,1250.62,2189.09,668.73,251.27,439.83,134.36,105.56,192.94,53.24,35.65147,67.09367,18.13373,69.91071,125.8439,35.11022,59.71,4.57,42.14,25.79,Clear.
Azad Jammu and Kashmir,Pakistan,12/11/2020,34.027401,73.947253,7578,186,6008,5359.57,8172.16,3233.8,2167.27,1088.2,3736.36,1276539,1020850,1524717,15.72,7.88,27.12,1.36,1.36,1.36,187.53,187.17,188.11,51.67,51.67,51.67,0,0,0,1276539,1020850,1524717,0,0,0,5359.571,3233.805,8172.16,4334762,3.1046,1,1,1.1073,0,0.497,1,877.32,1309.23,530,163.81,244.46,98.96,64.68,100.52,34.91,0,0,0,64.6755,100.5239,34.91164,36.57,2.14,66.86,0,Overcast.
Balochistan,Pakistan,12/11/2020,28.328492,65.898403,17650,173,16960,9026.93,14698.81,6257.74,5604.46,3069.9,9639.32,5700108,3776082,7032108,27.82,15.23,47.85,0.86,0.86,0.86,172.92,172.79,173.15,39.39,39.39,39.39,0,0,0,5700108,3776082,7032108,0,0,0,9026.935,6257.738,14698.81,13398367,12.1058,1,1,1.0999,0,0.2969,1,793.58,1269.85,418.02,148.18,237.11,78.05,62.59,106.22,27.87,0,0,0,62.58865,106.2164,27.8675,44,8.14,46.57,0,Light rain. Overcast.
Gilgit-Baltistan,Pakistan,12/11/2020,35.792146,74.982138,4770,98,4539,622.16,942.56,419.33,1903.41,984.64,3340.89,1114403,635269.1,1495481,2.78,1.45,4.87,0.14,0.14,0.15,98.75,98.52,99.11,7.6,7.6,7.6,0,0,0,1114403,635269.1,1495481,0,0,0,622.1565,419.3254,942.5606,2227138,3.1046,1,1,1.1091,0,0.3339,1,110.18,183.04,57.98,20.57,34.18,10.83,8.91,18.34,3.42,0,0,0,8.913885,18.34363,3.419816,24.57,3,34.57,12.9,Overcast.
Islamabad,Pakistan,12/11/2020,33.665087,73.121219,34014,353,27205,2979.12,4662.78,1125.33,1049.89,636.38,1713.48,711147.9,385895.9,1011820,13.77,8.32,22.53,4.73,4.72,4.73,360.29,359.06,361.84,286.32,286.32,286.32,0,0,0,711147.9,385895.9,1011820,0,0,0,2979.125,1125.328,4662.784,2155173,11.0575,1,1,1.1072,0,0.5128,1,443.54,645.82,284.77,82.82,120.59,53.17,38.92,60.4,20.16,0,0,0,38.91547,60.40414,20.1564,59,1.71,16.14,8.57,Clear.
Khyber Pakhtunkhwa,Pakistan,12/11/2020,34.485332,72.09169,51172,1450,45129,82646.8,112573.6,52472.44,26814.64,12763.72,48558.36,20516811,12522787,24068031,155.76,74.13,282.08,8.43,8.43,8.43,1451.36,1451.1,1451.78,391.6,391.6,391.6,0,0,0,20516811,12522787,24068031,0,0,0,82646.8,52472.44,112573.6,38100471,12.7147,1,1,1.1074,0,0.3561,1,6909.63,13086.15,3083.16,1290.16,2443.44,575.69,613.8,1265.16,214.88,0,0,0,613.7956,1265.161,214.8824,31.93,3.18,34.45,16.4,Clear.
Punjab,Pakistan,12/11/2020,30.811346,72.139132,125897,3284,114647,123427.5,172648,86261.67,57516.42,29513.95,100863.6,33482825,26909668,41128020,487,249.88,854.06,28,28,28,3307.15,3306.9,3307.53,551.89,551.89,551.89,0,0,0,33482825,26909668,41128020,0,0,0,123427.5,86261.67,172648,113939260,4.7073,1,1,1.1039,0,0.4284,1,21304.81,36467.3,10975.72,3978.03,6809.17,2049.38,1774.22,3350.95,634.99,0,0,0,1774.219,3350.945,634.9864,52.69,1.46,15.52,7.51,Passing clouds.
Sindh,Pakistan,12/11/2020,26.009446,68.776807,191246,3109,164604,99309.2,134688.7,69774.59,36031.98,19114.94,61008.08,25735104,20133053,31136494,202.9,107.63,343.55,17.36,17.36,17.36,3082.86,3082.54,3083.34,1569.03,1569.03,1569.03,0,0,0,25735104,20133053,31136494,0,0,0,99309.2,69774.59,134688.7,49907676,0.065,1,1,1.0971,0,0.526,1,12821.54,18936.31,7746.11,2394.04,3535.79,1446.35,1106.73,1769.09,581.08,0,0,0,1106.731,1769.094,581.0784,59,1.71,16.14,8.57,Clear.
Azad Jammu and Kashmir,Pakistan,12/11/2021,34.027401,73.947253,34601,743,,661.12,1597.15,61.28,8608.23,4316.3,14849.07,3740463,3073599,4621670,1.68,0.86,2.88,0.15,0.14,0.15,744.73,743.86,746.15,4.82,4.82,4.82,55045.75,38867.35,80301.26,3685417,3024573,4547136,201.2023,18.51288,485.0983,459.9159,42.76499,1112.231,4334762,47.41,1,1,1.1043,0,0.3499,1,70.94,145.59,30.22,14.29,29.33,6.09,4.66,10.53,0.91,1.678068,3.750736,0.3231868,2.977443,6.782385,0.5905744,34.29,3.29,29,0,Clear.
